project_id,name,project_code,current_operation_strategy,target_operation_strategy,action,reason,other_system_id,legacy_project_id,project_environment
69,重庆江北国际机场飞行区服务综合服务外包项目,PRJ260069,joint,joint,keep,existing_new_system_project,109825,15bc8bfa1f964a609140a3c52c72efaa,正式项目
70,秦岭山道路项目道路照明专业分包工程,PRJ260070,joint,joint,keep,existing_new_system_project,,15f176434d074d2ab18710410f83bd92,
71,162井场外墙,PRJ260071,joint,joint,keep,existing_new_system_project,109505,162fdc7c89564d5189f449bce9454395,正式项目
72,旌阳区综合管廊项目泰山路段支护及防水工程二标,PRJ260072,joint,joint,keep,existing_new_system_project,115130,16979c84c8ba410eab2e7117be52eddf,
73,绵竹市农业科技碳循环双创产业融合示范园项目(二期)一标段-大棚B区劳务、机械采购项目(第二次),PRJ260073,joint,joint,keep,existing_new_system_project,259218,16d5db4fb73845ab92b4b2c5bcaf9488,
74,明源电力公寓小区路灯维修改造,PRJ260074,joint,joint,keep,existing_new_system_project,109440,16f30c8b960c4e6dbedd7a507d96f4ce,测试项目
75,四川省绵阳外国语学校高中部教学综合楼室外电梯工程,PRJ260075,joint,joint,keep,existing_new_system_project,109599,16fce53311764d6c84b08f1357acf0ba,正式项目
76,南充市高坪区恒大悦龙台至三环6期厂区段损毁道路恢复工程建材及配套服务采购项目,PRJ260076,joint,joint,keep,existing_new_system_project,109782,1710364e78bc40b48396fe20e5f0e9bd,正式项目
77,天府国际机场航站区配套市政工程施工三标段（二工区）雨污管网及土石方回填工程,PRJ260077,joint,joint,keep,existing_new_system_project,109822,17510e7ec153446ca14f6efa72d6c899,正式项目
78,S216绵竹市拱星镇(泉乐村)至汉旺镇(牛鼻村)段大修工程路面分项工程部分专业分包项目,PRJ260078,joint,joint,keep,existing_new_system_project,190047,1791ed98bcc5407a9476f93365909791,
79,经开物业小区门卫翻新工程,PRJ260079,joint,joint,keep,existing_new_system_project,109655,17cfa82ebcfb4d15baf187890f9e934d,正式项目
80,水韵江南小区维修,PRJ260080,joint,joint,keep,existing_new_system_project,109639,18345028af09432ab7505fe2ce46d2b1,正式项目
81,德阳市旌合建设工程有限公司3#、4#、5#、6#楼幕墙工程专业分包,PRJ260081,joint,joint,keep,existing_new_system_project,237363,18b103d698be404b80f9bf782c1a174d,
82,德阳市旌阳区供水建设项目（柏隆净水厂）,PRJ260082,direct,joint,set,existing_new_system_project,258462,1914e7b88af24bf0adc89495e5233c60,
83,绵阳市安州区高级职业中学空调电力改造安装工程,PRJ260083,joint,joint,keep,existing_new_system_project,239737,1989ad3a331c42308a06490ef6d777b0,
84,金谷油脂项目进场道路工程二标段,PRJ260084,joint,joint,keep,existing_new_system_project,109517,19b80dff5f32439cbbf6a31107f05832,正式项目
85,万航模锻有限公司配电系统扩容工程,PRJ260085,joint,joint,keep,existing_new_system_project,,1a27d87129a543c5939e8a5129b75f63,正式项目
86,凯州新城城乡一体化项目配套建设工程钢结构工程专业分包（第二次）,PRJ260086,joint,joint,keep,existing_new_system_project,109426,1abe1430e27d4765b61cf3ae4b341c24,正式项目
87,自贡航空产业园航空大道南延线二标段（K1+860-K2+670）施工劳务,PRJ260087,joint,joint,keep,existing_new_system_project,109624,1aca2027a967401792f1c4b18ef02451,正式项目
88,龙岗001-20井气田水回注安装工程,PRJ260088,joint,joint,keep,existing_new_system_project,109478,1aef1f14fbf64e46a61e70d6cef5955f,正式项目
89,合阳城街道2024年老旧小区改造工程(二期),PRJ260089,joint,joint,keep,existing_new_system_project,259221,1b714bfd78a14049b98c6f2b8a63073e,
90,2025年西南石油工程公司钻前辅助工程劳务框架招标（5标段：中江、孝泉等地区）项目,PRJ260090,joint,joint,keep,existing_new_system_project,212782,1b94da17ad1a42c291a59a5ec6d4996b,
91,东河农贸市场场内厕所改造,PRJ260091,joint,joint,keep,existing_new_system_project,115128,1bc8c1acc81d4a47af1318a718bf72db,
92,中国移动四川分公司成都片区2018-2020年渠道零星维修项目（标包1）,PRJ260092,joint,joint,keep,existing_new_system_project,109769,1ce3b31d6d8544479618158ea59ed160,正式项目
93,德阳黄河路（黄山路至秦岭山路）提档升级改造工程等7个基础设施建设项目融资 EPC工程绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程（园路JLC）分包合同,PRJ260093,joint,joint,keep,existing_new_system_project,109670,1ceeb10c5d5745879b20d438e2e69534,正式项目
94,德阳市什邡市社会福利救助中心护理能力提档升级项目,PRJ260094,joint,joint,keep,existing_new_system_project,109402,1d23f106099449a0a88894c9f5458efa,正式项目
95,百合公园维修工程,PRJ260095,joint,joint,keep,existing_new_system_project,109405,1d69b18850554e28b5c4b4f8c7c83e77,正式项目
96,德阳市烈士陵园建设项目专业分包（总平）,PRJ260096,joint,joint,keep,existing_new_system_project,109460,1d7c02e968a146e3ac209f95ac712682,正式项目
97,石船镇农村公路（关兴村）井环路堡坎修复工程,PRJ260097,joint,joint,keep,existing_new_system_project,237382,1da16136281c46fc9fb1d3038e68f983,
98,中国移动四川公司乐山分公司2020-2022年渠道维修采购项目框架协议,PRJ260098,joint,joint,keep,existing_new_system_project,109704,1e7aa5f1a92e46b1a4385a5daac440a6,正式项目
99,中铁八局集团有限公司德阳经开区市政道路工程项目(齐湖路、黔江街)土石方工程,PRJ260099,joint,joint,keep,existing_new_system_project,168385,1e8cf6baef1d4627adb1a1d68231ba1e,
100,德阳太行山路（钱塘江路-信江路）道路工程,PRJ260100,joint,joint,keep,existing_new_system_project,,1f0d1455b090418eb292f359a8a19caf,正式项目
101,德阳市旌阳区德新镇胜利村2024年省级财政乡村振兴转移支付资金项目(第二次),PRJ260101,joint,joint,keep,existing_new_system_project,224476,1f8cc9fd9b7145bbb9c265431d95c3a4,
102,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（25.4496）,PRJ260102,joint,joint,keep,existing_new_system_project,109739,1ffb0ce01fdf4dc984ec3df9432623cb,正式项目
103,绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程,PRJ260103,joint,joint,keep,existing_new_system_project,109746,2001f5127b3e4265b198bef8a7553358,正式项目
104,国网新疆喀什莎车县供电公司荒地供电所扩建项目,PRJ260104,joint,joint,keep,existing_new_system_project,181661,2039a46ae2944d438ef930b4773ab002,
105,中央公园西一游客服务中心工程项目,PRJ260105,joint,joint,keep,existing_new_system_project,109821,204822a6a35f4e76963dbeec9c3240d3,正式项目
106,苍溪县2020年高标准农田建设（施工六）,PRJ260106,joint,joint,keep,existing_new_system_project,109699,2065db3e97a8409f9a30f027c2c1553e,正式项目
107,成渝双城经济圈川渝高竹新区制造产业园及配套基础设施建设项目(二期)-L4-E线道路及配套工程－路缘石,PRJ260107,joint,joint,keep,existing_new_system_project,111746,208e534eab2d47c6b23bd0576523922c,
108,会理县外北乡兴荣村三、四组道路硬化工程二标段,PRJ260108,joint,joint,keep,existing_new_system_project,109762,21038f8a911b4a90938a58c8e36caa86,正式项目
109,中国电信泸州分公司2024-2026年房屋装修、维修服务项目,PRJ260109,joint,joint,keep,existing_new_system_project,142339,211003ff687e41d2a4bc46c78036f640,
110,德阳凯州新城检验检测创新产业园建设项目-实验室装修项目,PRJ260110,joint,joint,keep,existing_new_system_project,109417,211a1be6b5ee4d6c830d2cf06378107b,正式项目
111,长虹金嶺1号项目二期高层外墙装饰工程（二标段）,PRJ260111,joint,joint,keep,existing_new_system_project,109392,212cf7a3248c48e68bc3f4a24383536a,正式项目
112,欧麓花园入口地面维修,PRJ260112,joint,joint,keep,existing_new_system_project,109376,215041536acd48be89b14758cd923649,正式项目
113,重庆电子科技职业大学应急与抢险工程,PRJ260113,joint,joint,keep,existing_new_system_project,191773,21959dda2000462c95b82b966657b312,
114,都兰县香日德镇移民灌区农业水价综合改革,PRJ260114,joint,joint,keep,existing_new_system_project,109597,2201ed763b854099b6c8f9f72cd6bb5b,正式项目
115,喀什地区塔什库尔干县生活垃圾分类收运及处置建设项目工程总承包第三标段,PRJ260115,joint,joint,keep,existing_new_system_project,178234,22aa38f6dc0c44649d0a397653bce651,
116,德阳市水韵江南小区4栋、13栋维修,PRJ260116,joint,joint,keep,existing_new_system_project,,22cc58beaef44ba5a8aae55953edd635,legacy_contract_project_anchor
117,中核中原建设 2022-2023 年度华北、西北区域脚手架专业分包框架协议,PRJ260117,joint,joint,keep,existing_new_system_project,109451,23aa1343ca99440abf7bd7315fd60c6a,正式项目
118,某部机关院内及教导队营房维修项目,PRJ260118,joint,joint,keep,existing_new_system_project,109485,23cc90c8afb441639a37ac3d7a9e4fe5,正式项目
119,东风水库、高脚水水库水毁应急抢险工程,PRJ260119,joint,joint,keep,existing_new_system_project,109561,240dd8ff5659498887a53149a9bb0d8c,正式项目
120,陈小刚零星劳务工程,PRJ260120,joint,joint,keep,existing_new_system_project,258461,2455ba28390e4456a6d81d35f170b305,
121,绵阳外国语学校校园防水维修服务,PRJ260121,joint,joint,keep,existing_new_system_project,109577,24be53b1b08345649d8f3786e0725e60,正式项目
122,四川建筑职业技术学院德阳校区2025年大型修缮项目,PRJ260122,joint,joint,keep,existing_new_system_project,223769,258b21f44ab54667a6829247d381d5a6,
123,经开区市政设施零星工程维护,PRJ260123,joint,joint,keep,existing_new_system_project,109685,25b4b41289db4972b662289d6ff3749f,正式项目
124,宁南县葫芦口镇城乡建设用地增减挂钩项目,PRJ260124,joint,joint,keep,existing_new_system_project,,25fddeb8dbdb4060a3a72127b2a5108d,legacy_contract_project_anchor
125,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目（标包1）,PRJ260125,joint,joint,keep,existing_new_system_project,109768,2654c8c1ef73434dbdd7c45812a573db,正式项目
126,德阳饶益四组小二楼观潮起项目,PRJ260126,joint,joint,keep,existing_new_system_project,109528,267ac2470a1e48ccbd665b5a08e2ff9c,正式项目
127,中国移动四川公司2025-2027年全省汇聚机房土建工程施工集中采购项目（标包4-乐山分公司）框架协议,PRJ260127,joint,joint,keep,existing_new_system_project,238992,26a87546cbc24afcb6852904c53cf90c,
128,包维柏工程,PRJ260128,joint,joint,keep,existing_new_system_project,109680,26f685eeab8b4ab5a7942ac6cf1a2982,正式项目
129,集团五楼男卫生间渗水修缮项目,PRJ260129,joint,joint,keep,existing_new_system_project,121380,273761d991fe4d4096abe5279b44b776,
130,涪城区丰谷镇2025年大中型水库移民后期扶持资金项目（中央第一批）,PRJ260130,joint,joint,keep,existing_new_system_project,223943,273ebc3fe2784a59b7a6aee30575081d,
131,机加厂2跨3款新建隔墙工程,PRJ260131,joint,joint,keep,existing_new_system_project,,2756bef7613747e7a08e113435356adb,legacy_contract_project_anchor
132,绵竹市城区停车场建设项目二期设计施工（一标段）项目模板脚手架专业分包工程,PRJ260132,joint,joint,keep,existing_new_system_project,215571,28020d9fe0c345f295ebbf4b41c119e4,
133,德阳市寿丰河截污干管工程、中江县城 镇污水处理设施及配套管网项目等四个项目厂站及管网维修、服务单位的采购项目,PRJ260133,joint,joint,keep,existing_new_system_project,109422,282fc5242a4f465cae7d7630c279ef91,正式项目
134,美林康城售楼部绿化改造,PRJ260134,joint,joint,keep,existing_new_system_project,109424,2838f6304aa84ca891cf8b55fafca171,正式项目
135,璧山区正兴镇龙家河河堤水毁修复工程,PRJ260135,joint,joint,keep,existing_new_system_project,224479,2865a4a7b99940cfa2653c54b26edf99,
136,重庆市璧山区青杠街道山洪沟整治项目,PRJ260136,joint,joint,keep,existing_new_system_project,164059,28b43ef4516445d8a54326b977288fba,
137,鸿图府项目第二期建筑安装工程,PRJ260137,joint,joint,keep,existing_new_system_project,109616,290615a7138e49228ce83d02514c1372,正式项目
138,蓬溪县汽车城二期建设项目,PRJ260138,joint,joint,keep,existing_new_system_project,109850,292584f7b81f40579ab90504983a05fc,正式项目
139,阿克陶县人民医院医技楼配电安装工程项目,PRJ260139,joint,joint,keep,existing_new_system_project,109390,29c0549f98024dc0937823da66701bbc,正式项目
140,某部车库建设项目,PRJ260140,joint,joint,keep,existing_new_system_project,109369,29cf2f89c2b94a19b4c8689f8199a2a3,正式项目
141,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（施工2）,PRJ260141,joint,joint,keep,existing_new_system_project,109785,29dff975ab4b42b5bc941af2c04b7cec,正式项目
142,八角星坐标项目景观坡道优化调整工程劳务分包,PRJ260142,joint,joint,keep,existing_new_system_project,179400,2a90203d1f0f420b841d1eca197f3a4d,
143,引入社会资金共同打造游泳高水平运动员后备人才培养项目,PRJ260143,joint,joint,keep,existing_new_system_project,109400,2ac906a09ef840688c8e4045a351367f,正式项目
144,东湖街道老旧街区改造城市更新项目（一期）-秦岭山路（黄河路-玉泉路）提升改造工程,PRJ260144,joint,joint,keep,existing_new_system_project,238988,2adfc1940c6446e5b5db0f0e3339eeff,
145,博雅学校小学部1号楼屋面装饰改造功能用房采购项目施工合同,PRJ260145,joint,joint,keep,existing_new_system_project,109468,2afee25a79664b53a6a8a8740bcf6d4b,正式项目
146,广元龙江电力宾馆消防管道改造施工,PRJ260146,joint,joint,keep,existing_new_system_project,109795,2b26ad9411f0477886faff502f0d606d,正式项目
147,德阳市旌阳区医养结合中心及精神病院区建设项目新增电缆及给排水管工程,PRJ260147,joint,joint,keep,existing_new_system_project,109462,2b62b87ee1a04fcb862ba23ce0e72367,正式项目
148,上海二十冶西南公司四川省广汉市职业中专学校迁建项目土石方专业分包工程,PRJ260148,joint,joint,keep,existing_new_system_project,261622,2c2cf0230879448b8aa65a135baa1292,
149,中江县北塔南北干道至东二环道路二期工程,PRJ260149,joint,joint,keep,existing_new_system_project,109659,2c8212fcec854602883cf1f1b88f9354,正式项目
150,绵阳市游仙区魏城镇竹柳村（原柳塔村3组）通组道路硬化工程项目,PRJ260150,joint,joint,keep,existing_new_system_project,109353,2cc4764ad05e4c5ebaeaf4d5a85c5cd7,
151,剑阁2019年村道窄路加宽工程圈龙乡太吉村,PRJ260151,joint,joint,keep,existing_new_system_project,109797,2cd51f2a8f064ef691347e5fee5d83fb,正式项目
152,罗江区2020年暴雨洪灾水毁后重建护岸覆土工程劳务（第二次）,PRJ260152,joint,joint,keep,existing_new_system_project,109632,2cdca43cbcab4faf95cdbc99a09a1454,正式项目
153,国网四川天府新区龙泉驿区供电公司柏合供电所,PRJ260153,joint,joint,keep,existing_new_system_project,109605,2d0c8990b9944c60b5ea355035049c1b,正式项目
154,东湖山水零星工程,PRJ260154,joint,joint,keep,existing_new_system_project,,2e22b1e9bd614b3a9b1abc3ac9cdc912,正式项目
155,四川建筑职业技术学院德阳校区综合办公楼西侧会议室等维修改造项目,PRJ260155,joint,joint,keep,existing_new_system_project,109406,2e82c7a28d2d4455a075564650a4caf9,正式项目
156,2015年市级农业综合开发土地治理项目工程,PRJ260156,joint,joint,keep,existing_new_system_project,109588,2e9c130a609342e28328c728d28b9eb7,正式项目
157,盐亭县2024年新章路、垢巨路、刘黑路水毁恢复工程,PRJ260157,joint,joint,keep,existing_new_system_project,198589,2ea97dc724a9493ea18676d910616d8a,
158,巴中恩阳临港产业园建设项目-制造业组团项目1-8号厂房消防工程,PRJ260158,joint,joint,keep,existing_new_system_project,109568,2ec0da21560a45959b90a77d12866c51,正式项目
159,布拖县（沙洛乡镇）2016年-2019年安全住房地质隐患应急抢险项目,PRJ260159,joint,joint,keep,existing_new_system_project,,2ecc3573e1924e2f9623d43be7f741d1,legacy_contract_project_anchor
160,龙洲湾公交站场排水沟沟盖板维修,PRJ260160,joint,joint,keep,existing_new_system_project,109367,2f3cdff1dafd40c4b92d3be23af67b52,正式项目
161,绵竹市南轩中学体育馆篮球场维修改造工程,PRJ260161,joint,joint,keep,existing_new_system_project,109609,2f4e8d6faf9840918cd916598df3b526,正式项目
162,德阳市人民医院门诊大楼装饰工程,PRJ260162,joint,joint,keep,existing_new_system_project,109458,2f52db447c8f40c386caad3664fade2b,正式项目
163,四川航天技术学院龙泉校区停车场维修项目,PRJ260163,joint,joint,keep,existing_new_system_project,109637,2fc661b9f89343febe46538b446c07f5,正式项目
164,米易县南部新城市政道路及生态湿地公园PPP项目-绿化工程补充协议,PRJ260164,direct,joint,set,existing_new_system_project,109447,2fd504d1871e4b86a2ae42d8e1ed8810,正式项目
165,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（307.77667）,PRJ260165,joint,joint,keep,existing_new_system_project,109835,3021356f755143a8b18255091cc9c42b,正式项目
166,茂业仁和春天光华店 2-4 层改造工程,PRJ260166,joint,joint,keep,existing_new_system_project,,303cb64ae06449108c585b0d0cc6b5cf,legacy_contract_project_anchor
167,剑阁县2018年鹤龄镇村级公共服务项目,PRJ260167,joint,joint,keep,existing_new_system_project,109813,308f3a386994423093c36b6d02452501,正式项目
168,剑阁县公兴镇新生村风貌打造项目,PRJ260168,joint,joint,keep,existing_new_system_project,109809,30f93b0db7b445d7afc04dbc99de3d65,正式项目
169,德阳市旌阳区八角井镇卫生院停车场改造及体检中心扩容工程项目,PRJ260169,joint,joint,keep,existing_new_system_project,,31968ad0df3a4062b91501dee3a4470f,legacy_contract_project_anchor
170,17中核二三中核城建德阿项目屋面光伏安装专业分包常规采购,PRJ260170,joint,joint,keep,existing_new_system_project,,31a7ff8889074872ba3fb0ffe36c48a3,
171,华西十二公司三分公司成都市成华区龙潭街道桂林村中小学项目保温采购,PRJ260171,joint,joint,keep,existing_new_system_project,109621,32cdeb11726f42ec80dc90d7405ef8a3,正式项目
172,中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务,PRJ260172,joint,joint,keep,existing_new_system_project,115135,332807dc401e4bc5802578da12fe8d98,
173,剑阁县广播局会议室装修工程项目,PRJ260173,joint,joint,keep,existing_new_system_project,109755,335e9c88d30c46f6bdd970a80d241b00,正式项目
174,某部队年度零星工程建设项目,PRJ260174,joint,joint,keep,existing_new_system_project,238619,339f28c8a4a44c5bb33e1c9d7ab1ff30,
175,天府*零星维修工程,PRJ260175,joint,joint,keep,existing_new_system_project,,33ab9f94a9bb46ad94b52504ab8f807f,正式项目
176,南开两江中学学校宿舍改造工程,PRJ260176,joint,joint,keep,existing_new_system_project,109656,33bf23a069304419a4c259caf04473a8,正式项目
177,绵阳市安州区2025年制种大县项目-生产机电设施建设工程,PRJ260177,joint,joint,keep,existing_new_system_project,,33ff927b2a7349f4a3ec8e8795db98ee,
178,四川省广汉高封橡塑有限公司地上建(构)筑物附着物拆除工程及残值处置项目,PRJ260178,joint,joint,keep,existing_new_system_project,170024,35aa78045dea48e082cae3f783e952b6,
179,谢勤林工程（万兴项目）,PRJ260179,joint,joint,keep,existing_new_system_project,109729,35d5e3007cae414ebdcf9b2dc65d84b4,正式项目
180,广州铁路运输检察分院、广州铁路运输检察院办案和专业技术用房工程项目室外园建工程及配套工程,PRJ260180,joint,joint,keep,existing_new_system_project,,3621dc3c5f164603adc3ed0e9ac83aa0,
181,铜梁区二坪镇严家村二、三、五组公路工程,PRJ260181,joint,joint,keep,existing_new_system_project,109733,369f099d737d448aa55cd8f191da953b,正式项目
182,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,PRJ260182,joint,joint,keep,existing_new_system_project,109696,36e5e7c783fb4fa5941a032db7afbd05,正式项目
183,璧山区 2022 年广普镇丘陵山区高标准农田改造提升示范工程试点项目五标段,PRJ260183,joint,joint,keep,existing_new_system_project,109441,3713a6cc17f7489f8639d13701cb6376,正式项目
184,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,PRJ260184,joint,joint,keep,existing_new_system_project,109647,37a2903cc4f94a9194faedfa2148bb0e,正式项目
185,莎车县低压电力设施改造项目施工第二标段,PRJ260185,joint,joint,keep,existing_new_system_project,109386,37c8dab219e04007af40a2ee780477bf,正式项目
186,雅安市汉源县文化体育和旅游局体育馆及文化馆维修工程采购项目,PRJ260186,joint,joint,keep,existing_new_system_project,109634,387477e67b134c0ba596acb49fccc62c,正式项目
187,什邡市经济开发区横十七路,PRJ260187,joint,joint,keep,existing_new_system_project,109661,3874b7b8947c4d5295911523127a1f1e,正式项目
188,广汉市城市更新天府旌城南片区城中村改造项目地基基础工程专业分包,PRJ260188,joint,joint,keep,existing_new_system_project,261155,38a5b46f53294ed7bcd2ed60c2a8ab46,
189,医院商业服务配套安装工程,PRJ260189,joint,joint,keep,existing_new_system_project,258463,38a935363c53402fa59ee99c9170f8de,
190,成绵高速德阳收费站维修工程,PRJ260190,joint,joint,keep,existing_new_system_project,109715,38c01559277a45fb94bb9ed9f5786812,正式项目
191,宝峰山艺术大集项目,PRJ260191,joint,joint,keep,existing_new_system_project,109537,38f30547796a4f46886ca433be91fe6d,正式项目
192,金螺湾及文德湖游乐设备维修与更换,PRJ260192,joint,joint,keep,existing_new_system_project,214322,39285206b95d44a08baa37c84a6324ed,
193,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）,PRJ260193,joint,joint,keep,existing_new_system_project,109765,39a156d94025490fbd873db0c05f3d37,正式项目
194,德阳市旌阳区东湖-和新（崴和路）道路改建工程二标段,PRJ260194,direct,joint,set,existing_new_system_project,109544,39b007f2fcac4bcabaed31c907846e8b,正式项目
195,西昌市西部城区B2-05地块房地产开发项目泛光照明,PRJ260195,joint,joint,keep,existing_new_system_project,200132,39fd0175180d446094aec581afd6d558,
196,旌阳区综合管廊项目钱塘江路段支护及防水工程二标,PRJ260196,joint,joint,keep,existing_new_system_project,188212,3a08110abc76473aa8180fc16f9395b7,
197,德阳市旌阳区八角井镇卫生院-附属用房装修改造项目,PRJ260197,joint,joint,keep,existing_new_system_project,,3a0cbd6301be46059b21e5ba65acdfeb,legacy_contract_project_anchor
198,龙泉驿区第六中学校维修改造工程,PRJ260198,joint,joint,keep,existing_new_system_project,109591,3a2e0ff623244bde8579b35b0c53afad,正式项目
199,广清城际轨道交通项目（花都段）安置区工程(狮岭镇军田安置区一期工程）园林园建专业分包工程,PRJ260199,joint,joint,keep,existing_new_system_project,109578,3a74f431115c4b7ba18453ff63ba3053,正式项目
200,米易东站屋顶花园项目,PRJ260200,joint,joint,keep,existing_new_system_project,109414,3adb3048f736424e8d5ebd782afd9da0,正式项目
201,生态岛智能智造成果转化空间工程钢结构专业分包,PRJ260201,joint,joint,keep,existing_new_system_project,109419,3ae7963b49614ce8ba4c2066b4134452,正式项目
202,国道G105线中山沙朗至古鹤段改建工程及市政配套工程堆料场场地处理,PRJ260202,direct,joint,set,existing_new_system_project,109513,3af445162bf648d5908818cb37d4e006,正式项目
203,绵阳市安州区雎水镇皇帽村2024年河堤护岸水毁修复工程,PRJ260203,joint,joint,keep,existing_new_system_project,214544,3bad15a1318247b5b6c8250d31dff07f,
204,通江大道石塔立交北侧下穿通道工程,PRJ260204,joint,joint,keep,existing_new_system_project,109673,3c67d2421ff24496a410fde08278dcda,正式项目
205,德阳市泰山路（金沙江路-新收费站）提档升级改造工程,PRJ260205,joint,joint,keep,existing_new_system_project,109834,3ce020ce08294f8dbdb7c86f5d9ba50a,正式项目
206,“三供一业“院落自来水管网改造工程,PRJ260206,joint,joint,keep,existing_new_system_project,109753,3ce2dcf5527242848ef633aa08088b48,正式项目
207,德阳高新区万福棚改二期大门改造工程机电安装专业分包,PRJ260207,joint,joint,keep,existing_new_system_project,109364,3d9adf1f35c648e182d821f1fd826589,
208,简乃华工程（八角卫生院项目）,PRJ260208,joint,joint,keep,existing_new_system_project,109736,3ddb4ef7f09a4280b7ef904a6f6e5275,正式项目
209,会理县2017年国家农业综合开发土地治理结余资金建设项目,PRJ260209,joint,joint,keep,existing_new_system_project,109843,3ddc904f2c7b43d283abbfa56acf1c43,正式项目
210,安广公司工程,PRJ260210,joint,joint,keep,existing_new_system_project,,3e1ee921c69441e4abd84185189267dc,正式项目
211,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程-劳务分包（第一批）胜利堰二标段,PRJ260211,joint,joint,keep,existing_new_system_project,179949,3f40674fb14b4bcd9225f37b21e5c2d3,
212,剑阁县圈龙乡新桥村文化室,PRJ260212,joint,joint,keep,existing_new_system_project,109811,3ffba2d0c30c466d8e835e1e5b73c165,正式项目
213,杰阳排水有限公司采购零星修缮服务,PRJ260213,joint,joint,keep,existing_new_system_project,163408,401b1e7a1b11498e92e74070e4b7fbb7,
214,德阳万达小贰楼项目土方开挖工程,PRJ260214,joint,joint,keep,existing_new_system_project,,4084a60acdd3440bb5503c043ea20f8f,正式项目
215,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）,PRJ260215,joint,joint,keep,existing_new_system_project,109698,409e165a85264d6c9e22085d02dcd09a,正式项目
216,德阳市中心城区照明改造工程-千山街国土局路段等5处10KV配电工程,PRJ260216,joint,joint,keep,existing_new_system_project,,410aacffed5d4eec9736cdf5395bb301,
217,渝北区龙泉水库大坝公路西侧人行便道扶助工程,PRJ260217,joint,joint,keep,existing_new_system_project,109483,412983e6b51f4ee294e20096b18c608d,正式项目
218,岳普湖县2020年棚户区改造安置小区建设项目一标段,PRJ260218,joint,joint,keep,existing_new_system_project,109557,417d8d223a784630877b006d8067e142,正式项目
219,李家沱战场入口地面修复工程,PRJ260219,joint,joint,keep,existing_new_system_project,109361,41aca2a81e6c4a9bb7ed5f31a3c42b7b,
220,疏勒县第二幼儿园消防改造项目,PRJ260220,joint,joint,keep,existing_new_system_project,178742,422cc4f78b52472eb1b71ad9ff9200c5,
221,旌阳区综合管廊项目钱塘江路段支护及防水工程一标,PRJ260221,joint,joint,keep,existing_new_system_project,188213,4286c6fbba3849cfb7511f2328f88115,
222,德阳市自来水公司给水管道维修工程2022,PRJ260222,joint,joint,keep,existing_new_system_project,,42bdd94db1f945cf9f7d6d328bd15859,正式项目
223,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,PRJ260223,joint,joint,keep,existing_new_system_project,109763,432bb7a6a36e4ec38819ec2a5f1e0bff,正式项目
224,喀什西克尔水库架空线路和配电工程专业分包,PRJ260224,joint,joint,keep,existing_new_system_project,163409,43e058a2dd5943058742f938cc67e10e,
225,四川省区域应急救援雅安基地项目综合业务大楼外墙铝格栅专业分包工程,PRJ260225,direct,joint,set,existing_new_system_project,109393,44169b333e24436aa3592d06b9d2a0c3,正式项目
226,智慧之心项目3#楼及3#楼裙楼泡沫混凝土工程,PRJ260226,direct,joint,set,existing_new_system_project,188210,44a080a6bc8748249e2bf6b80e78ed62,
227,2020年度高阳街道横路村3组、移民组烤房群修复项目 （二标段）,PRJ260227,joint,joint,keep,existing_new_system_project,,451666f5cb5a49f2b0b4ce4deae4eb55,legacy_contract_project_anchor
228,2023年渝中区绿管处冬季行道树修剪,PRJ260228,joint,joint,keep,existing_new_system_project,139651,4550afe95e6749fd9dfcb7a7706464ee,
229,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）,PRJ260229,joint,joint,keep,existing_new_system_project,109774,4599a87b64d84b98ba596dee410c0ace,正式项目
230,拉萨市柳梧新区管网改造,PRJ260230,joint,joint,keep,existing_new_system_project,109574,45cbbe788bee4d1eb75ce24a99344dc7,正式项目
231,五里坪站场发停车区域调整综合改造工程,PRJ260231,joint,joint,keep,existing_new_system_project,109356,45d84b461f8a4be491fda41b4a6c5d13,
232,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程,PRJ260232,joint,joint,keep,existing_new_system_project,109734,462accb179fa48fa936ec1384f15cdc9,正式项目
233,钟鼓楼广场及南公园苗木移植项目,PRJ260233,joint,joint,keep,existing_new_system_project,,462c18ffad7e4443a1ddd25cfd6acd11,legacy_contract_project_anchor
234,重庆机场集团有限公司李俭锋零星综合项目,PRJ260234,joint,joint,keep,existing_new_system_project,109464,4634958cd5bc4cf8a096f5771b235fe2,正式项目
