fact_family,staging_id,legacy_record_id,document_no,project_id,project_name,amount_total,target_model,action
payment,4694,85def6b12f60462ca111b2c4105f99d6,FKD-20240527-004,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,10.0,sc.payment.execution,create_payment_execution
payment,5532,9c7330998d2346d69b9f5485184c9200,FK-202405231957,826,万润苑改造,4942.0,sc.payment.execution,create_payment_execution
payment,5918,a6f7f69f3dfa4258917ca611919795e1,FK-202405300944,819,玉山街道路工程,30000.0,sc.payment.execution,create_payment_execution
payment,6018,a99fe74c31764b9ab242ea84c9fd3460,FK-202405221928,822,孝感翠竹街西路改造,18.0,sc.payment.execution,create_payment_execution
payment,7444,cfaa311d79974a179a0764c43feb4a1a,FK-202405231957,819,玉山街道路工程,50000.0,sc.payment.execution,create_payment_execution
payment,7689,d6855dd6a8504dbbb23bf5587b3f46a3,FK-202405300939,826,万润苑改造,4.0,sc.payment.execution,create_payment_execution
payment,227,06c715e7c4874a158ffee3d56eee32cd,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,1680.0,sc.payment.execution,create_payment_execution
payment,2708,4ce8cb79a4f04c328d9d68dc9e5a49a4,FK-202405292051,808,旌阳区供水项目——柏隆净水厂,3800.0,sc.payment.execution,create_payment_execution
payment,3089,574fdd713057433d817f34a69ce6b063,FK-202405292023,813,旌阳区供水项目——柏隆供水管网,541.0,sc.payment.execution,create_payment_execution
payment,3599,65bbfd84011d431188dbd0d50a215b45,FK-202405292023,813,旌阳区供水项目——柏隆供水管网,800.0,sc.payment.execution,create_payment_execution
payment,4077,73869930535244f6be003c7560c6a0d4,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,1200.0,sc.payment.execution,create_payment_execution
payment,4542,80d42a331fdb442cba944d0eb1b49e8b,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,2200.0,sc.payment.execution,create_payment_execution
payment,4553,8113f97f18a04a1da1c3dd426c610a21,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,339.0,sc.payment.execution,create_payment_execution
payment,4560,813d4f8b10b94206a2568fd240410396,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,5320.0,sc.payment.execution,create_payment_execution
payment,4623,83a9552ae28344198c1698a603bd6d15,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,400.0,sc.payment.execution,create_payment_execution
payment,5212,93d86d93d1e048e3a17cd87441c2d06a,FK-202405292023,813,旌阳区供水项目——柏隆供水管网,230.0,sc.payment.execution,create_payment_execution
payment,5825,a477eaef84d64912b0827701f96de5d8,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,6000.0,sc.payment.execution,create_payment_execution
payment,6607,b9068ebffe4f40eca89cc4385200d346,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,75.0,sc.payment.execution,create_payment_execution
payment,7395,ce3ba202d4f243f3a6e1dee7f189b5ac,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,18.0,sc.payment.execution,create_payment_execution
payment,7430,cf1ce01d72724bd78b11eff130da4446,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,120.0,sc.payment.execution,create_payment_execution
payment,8119,e32e0bbe1d3e49f38424cc5213feb84b,FK-202405292054,808,旌阳区供水项目——柏隆净水厂,1100.0,sc.payment.execution,create_payment_execution
payment,257,07ab6148d48d4b84a48687551480679d,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,79.0,sc.payment.execution,create_payment_execution
payment,977,1c07d2212be44bf899383063c6008a02,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,2600.0,sc.payment.execution,create_payment_execution
payment,1455,29c4113eebfd4ce09bf1949eba7220d8,FKD-20240530-003,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,49.0,sc.payment.execution,create_payment_execution
payment,2741,4e267da8443648babfe7d0b3d6e58492,FKD-20240530-001,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,15.0,sc.payment.execution,create_payment_execution
payment,2929,52fa5d0d26b14dde8ebc37c71e49901d,FK-202405301647,820,崴和路滑坡整治工程,550.0,sc.payment.execution,create_payment_execution
payment,3686,6859eb6a9461476da354bcc7913d5b16,FK-202405300914,824,烈士陵园装修项目,70523.0,sc.payment.execution,create_payment_execution
payment,4785,88268d57af2c42b4acba001f7f5170c9,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,15000.0,sc.payment.execution,create_payment_execution
payment,4924,8c389898d6cd4a1385856e51fb2efd8e,FK-202405301002,818,齐家堰流域（高槐村-桂花村）河段水生态修复项目,36875.0,sc.payment.execution,create_payment_execution
payment,5112,913f1ed354034710b0e8a3bf7e2e45e3,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,510.0,sc.payment.execution,create_payment_execution
payment,6035,aa2a6041274c48ca9e8d07d5d86cba00,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,1280.0,sc.payment.execution,create_payment_execution
payment,8155,e42a63021d44496fa3c7db2757292903,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,2717.5,sc.payment.execution,create_payment_execution
payment,8376,ea9c5fe901184fe4945db2c0316afc1b,FK-202405301625,808,旌阳区供水项目——柏隆净水厂,2500.0,sc.payment.execution,create_payment_execution
payment,8751,f4f9c0fa674b48369c19efef5e436091,FK-202405301655,815,2024高标准农田建设项目-龙泉村,1200.0,sc.payment.execution,create_payment_execution
payment,8776,f595abda49534054ac77395a45715483,FKD-20240530-002,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,4.5,sc.payment.execution,create_payment_execution
payment,559,0fb56c98862b408395ab7d1beef7fd5b,FK-202406031635,812,二重厂西路等4条道路工程,4583.1,sc.payment.execution,create_payment_execution
payment,789,1634a75648f9422abe155d59de101cd1,FK-202406031216,812,二重厂西路等4条道路工程,590.0,sc.payment.execution,create_payment_execution
payment,1163,21976dd35ee94f6ab4714340477146f5,FKD-20240603-001,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,1.8,sc.payment.execution,create_payment_execution
payment,1367,2758b432f82e47758d61c8bbd6c000eb,FK-202406031216,812,二重厂西路等4条道路工程,930.0,sc.payment.execution,create_payment_execution
payment,1946,37f07580ab714834be776e3c7a445884,FK-202406031215,812,二重厂西路等4条道路工程,5962.0,sc.payment.execution,create_payment_execution
payment,2211,3f8f97c7702842d69899e588dcbb5da0,FK-202406031635,811,三星堆环线基础设施改造,14445.75,sc.payment.execution,create_payment_execution
payment,2576,49aa9f26ce5b44d89aaf5d3512db399a,FKD-20240603-002,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,24.0,sc.payment.execution,create_payment_execution
payment,2868,514ee7a200d24478b1ef7c1195a6efce,FK-202406031220,819,玉山街道路工程,979.0,sc.payment.execution,create_payment_execution
payment,5454,9a316b5c99c84c3995046dbff43175e2,FK-202406031220,819,玉山街道路工程,800.0,sc.payment.execution,create_payment_execution
payment,6999,c3e5228a847f4779b72596f877beb253,FK-202406031220,819,玉山街道路工程,1200.0,sc.payment.execution,create_payment_execution
payment,7012,c436f040761e4bea9408051dddc1721d,FK-202406031109,824,烈士陵园装修项目,150790.0,sc.payment.execution,create_payment_execution
payment,7673,d6008b0386f24c86920772a8bcd34ae5,FK-202405300908,824,烈士陵园装修项目,100000.0,sc.payment.execution,create_payment_execution
payment,8201,e5461ffdcb8546ab8ec60cd6797ec3d0,FK-202406031101,808,旌阳区供水项目——柏隆净水厂,32484.0,sc.payment.execution,create_payment_execution
payment,8349,e9dca5a36534482db0b91c9d5a804e60,FK-202406031101,808,旌阳区供水项目——柏隆净水厂,60232.0,sc.payment.execution,create_payment_execution
payment,8419,ebc4064816f54295b4e3b9af62ca672f,FK-202406050956,819,玉山街道路工程,800.0,sc.payment.execution,create_payment_execution
payment,137,046940b3e8d540bdbad2027001cb2e1c,FK-202406050957,826,万润苑改造,22005.0,sc.payment.execution,create_payment_execution
payment,1281,24de69881d724715af9c75208e4f88b3,FK-202406051205,808,旌阳区供水项目——柏隆净水厂,22492.0,sc.payment.execution,create_payment_execution
payment,2479,47029eeafd674044bff637b955d7ba5c,FK-202406051006,812,二重厂西路等4条道路工程,300.0,sc.payment.execution,create_payment_execution
payment,5083,909507d198464e0a908a49a0a5617e5b,FK-202406051006,812,二重厂西路等4条道路工程,1005.0,sc.payment.execution,create_payment_execution
payment,5433,99a4f5c1c6c14abab84bddddab63e81f,FK-202406051006,812,二重厂西路等4条道路工程,1000.0,sc.payment.execution,create_payment_execution
payment,5578,9da29b88f17541edaedbea3677537e53,FK-202406050952,833,高地搅拌站,200.0,sc.payment.execution,create_payment_execution
payment,5871,a5ce00e45f9741b9b099eef6d4c0d332,FKD-20240605-001,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,40.5,sc.payment.execution,create_payment_execution
payment,7861,db4080f6d1e944379234431a0f215f53,FK-202406051006,812,二重厂西路等4条道路工程,800.0,sc.payment.execution,create_payment_execution
payment,8010,e0464f1edc494873a27d46d9be08f7ca,FK-202406051006,812,二重厂西路等4条道路工程,1260.0,sc.payment.execution,create_payment_execution
payment,8383,ead7e388c2694e2191b71968e35eff92,FK-202406051205,808,旌阳区供水项目——柏隆净水厂,44190.0,sc.payment.execution,create_payment_execution
payment,8781,f5be8a692bac4d05b4a69d53a34b0b26,FK-202406051212,820,崴和路滑坡整治工程,3591.0,sc.payment.execution,create_payment_execution
payment,9011,fca8d4c00bea4829968179ea58cbb86d,FK-202406051006,812,二重厂西路等4条道路工程,864.0,sc.payment.execution,create_payment_execution
payment,340,09e65e20c3524a63a9b0cb82e2e49db1,FK-202406171412,825,凯江大回湾景区融合提升项目,10000.0,sc.payment.execution,create_payment_execution
payment,534,0ee8598f5480452180a5e07004e6873f,FK-202406121139,811,三星堆环线基础设施改造,12930.0,sc.payment.execution,create_payment_execution
payment,597,109f481bc6364fa0a16b460447249978,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,10000.0,sc.payment.execution,create_payment_execution
payment,894,198376b749aa4e0aa1454a8d6425881c,FKD-20240606-002,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,163.42,sc.payment.execution,create_payment_execution
payment,896,198c4bcb4cfe421086177a0d42811403,FK-202406111157,808,旌阳区供水项目——柏隆净水厂,15100.0,sc.payment.execution,create_payment_execution
payment,1456,29d54163653d4da891a323b932990892,FKD-20240606-006,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,103.78,sc.payment.execution,create_payment_execution
payment,1495,2aa5f3153007437ab68d8fbd1c253e19,FK-202406111140,819,玉山街道路工程,248.0,sc.payment.execution,create_payment_execution
payment,1541,2bfe0f06780c456aaf9cd8a7390ccad3,FKD-20240606-003,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,2943.32,sc.payment.execution,create_payment_execution
payment,1819,3462c347dcb845bc980ffe377b0bb152,FK-202406111140,819,玉山街道路工程,200.0,sc.payment.execution,create_payment_execution
payment,1841,3565d0965fc34dd19f73ad88d14d256e,FK-202406061019,813,旌阳区供水项目——柏隆供水管网,121.0,sc.payment.execution,create_payment_execution
payment,2225,400b28f792644d76b93169ef013a6ff9,FKD-20240606-008,851,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,1509.03,sc.payment.execution,create_payment_execution
payment,2259,41091d32344e479c8d8cb7b3f1041e42,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,49.0,sc.payment.execution,create_payment_execution
payment,2455,46814fb118d745aa8ef96d6078b1aeab,FKD-20240606-001,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,3018.06,sc.payment.execution,create_payment_execution
payment,2952,53897b4924234e9e8e4b61afbfaab670,FK-202406111139,819,玉山街道路工程,1250.0,sc.payment.execution,create_payment_execution
payment,3195,5a3f0d48479d4d618571a8089631bdbd,FK-202406111139,819,玉山街道路工程,1200.0,sc.payment.execution,create_payment_execution
payment,3305,5d535c2f2d6946608f8ef12bb52017f0,FK-202406061019,813,旌阳区供水项目——柏隆供水管网,120.0,sc.payment.execution,create_payment_execution
payment,3532,63ed980aa791479e9b4fa2bd6ac92fa3,FK-202406111140,819,玉山街道路工程,1350.0,sc.payment.execution,create_payment_execution
payment,3887,6e2eec37f4294e65901378fca8621d97,FK-202406111140,819,玉山街道路工程,180.0,sc.payment.execution,create_payment_execution
payment,4646,84abe19e6a40438e8b8e7cffa6585482,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,2496.0,sc.payment.execution,create_payment_execution
payment,5284,95cc5369de0748beb8ae4b11b5ecd427,FK-202406111140,819,玉山街道路工程,2092.0,sc.payment.execution,create_payment_execution
payment,5351,977964671d87467f84aea8ed27c98ed9,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,1200.0,sc.payment.execution,create_payment_execution
payment,6013,a98bc50d5de74a54afad232db25f7d82,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,470.0,sc.payment.execution,create_payment_execution
payment,6107,ac37078d594245378a63b65114922ba1,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,2664.4,sc.payment.execution,create_payment_execution
payment,6174,adbea3bcc237484fa59887c5d7bf6562,FK-202406111140,819,玉山街道路工程,120.0,sc.payment.execution,create_payment_execution
payment,6199,ae81d19b710444e3bb477a4a5452c7a6,FKD-20240606-004,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,1438.13,sc.payment.execution,create_payment_execution
payment,6215,aede481051cb4716a280b95cd10d6b61,FK-202406111140,819,玉山街道路工程,700.0,sc.payment.execution,create_payment_execution
payment,6270,afee3c8c35f14e7e8fb7cd5d48cff57c,FK-202406111140,819,玉山街道路工程,1600.0,sc.payment.execution,create_payment_execution
payment,6603,b8d599e31a974106bd8af0a0a07c4077,FK-202406111139,819,玉山街道路工程,275.0,sc.payment.execution,create_payment_execution
payment,7165,c85e72a9d15f4c2caffd83ea48585afe,FK-202406111139,819,玉山街道路工程,80.0,sc.payment.execution,create_payment_execution
payment,7551,d2ad6fa25ee5431fbebd0040ea037349,FKD-20240606-005,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,2069.2,sc.payment.execution,create_payment_execution
payment,7694,d6ad75ba838f4c83ac33424be3cae406,FKD-20240606-007,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,1486.95,sc.payment.execution,create_payment_execution
payment,8226,e6117260245b4c478440f34df8145397,FK-202406111139,819,玉山街道路工程,412.0,sc.payment.execution,create_payment_execution
payment,8386,eb000c9a005a4da99b01d3c1f82eb7f0,FK-202406111140,819,玉山街道路工程,1050.0,sc.payment.execution,create_payment_execution
payment,8909,f980da4f6c2c4999919d664b8b5fcc68,FK-202406061032,808,旌阳区供水项目——柏隆净水厂,340.0,sc.payment.execution,create_payment_execution
payment,8971,fb9832fcd0cc4f2c86002b0f8c346cd1,FK-202406061019,813,旌阳区供水项目——柏隆供水管网,1180.0,sc.payment.execution,create_payment_execution
payment,3390,5fb0cd79bea54994a2af421fc012a474,FK-202406111146,808,旌阳区供水项目——柏隆净水厂,20000.0,sc.payment.execution,create_payment_execution
payment,4929,8c450c3bac3244a3bfe2eabc3b3ec414,FK-202406111451,816,龙泉山路二段(赣江路-信江路),10000.0,sc.payment.execution,create_payment_execution
payment,1271,24aa63903e644b699ecc2e0f4ea38ccc,FKD-20240611-013,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,30.0,sc.payment.execution,create_payment_execution
payment,2853,50e8ae1b4a7047b0b275e6258da8324a,FKD-20240611-006,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,30.0,sc.payment.execution,create_payment_execution
payment,31,00a019906c034168bdebde655ea8f705,FKD-20240611-002,851,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,29034.57,sc.payment.execution,create_payment_execution
payment,211,06859d0ed07748b1ab34fde67ed7fb8e,FKD-20240611-011,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,45.5,sc.payment.execution,create_payment_execution
payment,317,0932c80c259544b580b04ebb126c5849,FKD-20240611-004,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,38976.0,sc.payment.execution,create_payment_execution
payment,715,1440d64be0784e8c9cfb3ebd1f47944b,FKD-20240611-012,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,13.5,sc.payment.execution,create_payment_execution
payment,1528,2b9f6e3373b9479f86f95096e83b2530,FKD-20240611-007,851,SCBS未指定项目 - 四川宏政嘉斯建筑工程有限公司,93.85,sc.payment.execution,create_payment_execution
payment,3137,58b8b329d0d540c983bbd0aa3e3d35b4,FK-202406111136,819,玉山街道路工程,32534.78,sc.payment.execution,create_payment_execution
payment,3226,5b7908c61091492dbbe4cd33d0f0f9a8,FKD-20240611-010,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,9.0,sc.payment.execution,create_payment_execution
payment,4002,710f1790acd14ccdbdee8051c17d7037,FKD-20240611-005,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,69700.67,sc.payment.execution,create_payment_execution
payment,4111,74e8cbf82d8e45e08d096cca033dddcf,FKD-20240611-008,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,22.5,sc.payment.execution,create_payment_execution
payment,4294,79e5137b325e4d3bae9f1776a089995b,FK-202406111134,826,万润苑改造,11769.0,sc.payment.execution,create_payment_execution
payment,4443,7dee49956cf345b0915226f0382edac6,FKD-20240611-001,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,4800.0,sc.payment.execution,create_payment_execution
payment,4934,8c5c5796af714e35928af9e1f7bed28f,FK-202406111153,808,旌阳区供水项目——柏隆净水厂,13157.0,sc.payment.execution,create_payment_execution
payment,6049,aa87ab2504a3408eaf94ec07cc62696d,FKD-20240611-009,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,49.5,sc.payment.execution,create_payment_execution
payment,6379,b2bfe16c6a694ecc985e9bab015cb295,FKD-20240611-015,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,15.0,sc.payment.execution,create_payment_execution
payment,7077,c63c2a33a6864db9b1583dcc9e0b6622,FKD-20240612-003,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,2.0,sc.payment.execution,create_payment_execution
payment,7114,c73c7420d58c4a4098df28cb0ae33d2e,FKD-20240611-003,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,3000.0,sc.payment.execution,create_payment_execution
payment,1590,2d5b16e1e3e448f694c883ad7514af8f,FK-202406121206,812,二重厂西路等4条道路工程,149.7,sc.payment.execution,create_payment_execution
payment,1779,3320fb029214438f8ba05b31d009c5df,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,244.98,sc.payment.execution,create_payment_execution
payment,2104,3cb84912ccae4fdc86d742a47b00c618,FK-202406121206,812,二重厂西路等4条道路工程,200.0,sc.payment.execution,create_payment_execution
payment,2274,416b013eebf54e278f44828c29a9c84a,FKD-20240612-004,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,1017.75,sc.payment.execution,create_payment_execution
payment,2448,4655d13c70e645e58def065a83e0a4e6,FK-202406121206,812,二重厂西路等4条道路工程,1200.0,sc.payment.execution,create_payment_execution
payment,2463,46a60c0e6d97404c92c2f19eb0ac7f38,FK-202406121206,812,二重厂西路等4条道路工程,160.0,sc.payment.execution,create_payment_execution
payment,2565,492d33651796401aa9bfea63ecafa9a5,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,308.0,sc.payment.execution,create_payment_execution
payment,2743,4e2a9105f7af433bb62b465a1e59461e,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,80.0,sc.payment.execution,create_payment_execution
payment,3144,58f4d1717a2840298adc655001de9c55,FK-202406121206,812,二重厂西路等4条道路工程,1600.0,sc.payment.execution,create_payment_execution
payment,3378,5f602abddc4940ba916ff38692f43c8a,FKD-20240612-001,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,5776.0,sc.payment.execution,create_payment_execution
payment,3462,61e3ac95cb92479cace6d7799012bf8d,FK-202406121206,812,二重厂西路等4条道路工程,150.0,sc.payment.execution,create_payment_execution
payment,4452,7e2e68ad804646e388f89081933b8c5a,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,1968.0,sc.payment.execution,create_payment_execution
payment,4527,8046c68bb52448c78f56b61acdbec2ad,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,2030.0,sc.payment.execution,create_payment_execution
payment,4735,871f8fec6d524053a6a5de26868715d5,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,21900.0,sc.payment.execution,create_payment_execution
payment,4763,87ce44af20e44d6ca91aa9d2ab2c1c2b,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,50000.0,sc.payment.execution,create_payment_execution
payment,6123,acb9a326aa0f4edd81c843fbf1e10455,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,675.5,sc.payment.execution,create_payment_execution
payment,6449,b47e5e2657e4420fbb8fa23b4dd448eb,FK-202406121206,812,二重厂西路等4条道路工程,710.0,sc.payment.execution,create_payment_execution
payment,6908,c16590890d47483c9e8851a84b6315ce,FKD-20240612-005,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,324.0,sc.payment.execution,create_payment_execution
payment,7159,c833308b743f4065a5b49303ae52033c,FK-202406121225,813,旌阳区供水项目——柏隆供水管网,782.0,sc.payment.execution,create_payment_execution
payment,7799,d9e17506174c44ce9dd860ea749fb668,FK-202406121206,812,二重厂西路等4条道路工程,1025.0,sc.payment.execution,create_payment_execution
payment,8037,e0f263e80bc64f71bd7e3150818f02a0,FK-202406121136,826,万润苑改造,601.0,sc.payment.execution,create_payment_execution
payment,8657,f291d333bd8f4279b6153b89f14df98a,FK-202406121206,812,二重厂西路等4条道路工程,320.0,sc.payment.execution,create_payment_execution
payment,8686,f34baa6660da42018f31df6460405745,FK-202406121218,808,旌阳区供水项目——柏隆净水厂,90.0,sc.payment.execution,create_payment_execution
payment,8893,f90fb2ea6b9d44e9851bd7124fbe25cf,FKD-20240612-002,808,旌阳区供水项目——柏隆净水厂,5600.0,sc.payment.execution,create_payment_execution
payment,3922,6f02c5a0a2304cbaa64ade79038354c4,FK-202406131458,816,龙泉山路二段(赣江路-信江路),50000.0,sc.payment.execution,create_payment_execution
payment,1070,1e8ac85ba34c4ee680a0a5d2817d108b,FKD-20240617-004,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,1.0,sc.payment.execution,create_payment_execution
payment,1212,23509f467b364767bd06e44ccff581bc,FK-202406171403,820,崴和路滑坡整治工程,4371.0,sc.payment.execution,create_payment_execution
payment,1481,2a51f8db1a464fd2813a7f8c89b2d1e0,FK-202406171407,815,2024高标准农田建设项目-龙泉村,19162.0,sc.payment.execution,create_payment_execution
payment,1777,3314bf5c853f4fd8b2c4db145eba78b0,FK-202406171446,819,玉山街道路工程,8195.99,sc.payment.execution,create_payment_execution
payment,1950,37fc959cbed54afb88242ab130e0e060,FKD-20240617-005,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,34.5,sc.payment.execution,create_payment_execution
payment,2524,48156959202c48fe937dd7286114ac2e,FK-202406171359,808,旌阳区供水项目——柏隆净水厂,101872.0,sc.payment.execution,create_payment_execution
payment,4078,73c04f3800b44b3781816702a788fbfc,FK-202406171538,819,玉山街道路工程,13795.7,sc.payment.execution,create_payment_execution
payment,4901,8bc96ec508a143e986a1c1363ba57031,FK-202406171435,817,王谊村总平,200000.0,sc.payment.execution,create_payment_execution
payment,6238,af590a5a167241feb7327a1e821767f3,FKD-20240617-001,849,SCBS未指定项目 - 四川鑫垚建筑劳务有限公司,4.5,sc.payment.execution,create_payment_execution
payment,7128,c77fd5bad8b446e59de018ec8839a4eb,FK-202406171354,813,旌阳区供水项目——柏隆供水管网,4154.0,sc.payment.execution,create_payment_execution
payment,7380,cddb4dc76a764dd2b17b4b042d3c2adf,FKD-20240617-003,852,SCBS未指定项目 - 德阳泰诚硕商贸有限公司,13.5,sc.payment.execution,create_payment_execution
payment,9088,fe9c4b45438e4a29832725c8adac24f8,FKD-20240617-002,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,8.0,sc.payment.execution,create_payment_execution
payment,702,13c66e705048454bacfa2b2fc5620a07,FK-202406181426,817,王谊村总平,20000.0,sc.payment.execution,create_payment_execution
payment,1307,259f4abd085b4d5b9ec4b58c051b12ca,FK-202406181426,817,王谊村总平,100000.0,sc.payment.execution,create_payment_execution
payment,2222,3fcffcd3c77c4fda945b4873e754cf10,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,2075.6,sc.payment.execution,create_payment_execution
payment,2391,44b7e358c5ed46f39c99a0658a009f4e,FKD-20240618-005,848,SCBS未指定项目 - 四川晟博通达商贸有限公司,10765.0,sc.payment.execution,create_payment_execution
payment,2908,52954420699b44c591ec4ec248b79c9b,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,700.0,sc.payment.execution,create_payment_execution
payment,3407,603f736ef27041bf9bb44b299f718dcd,FK-202406181401,816,龙泉山路二段(赣江路-信江路),31527.0,sc.payment.execution,create_payment_execution
payment,3815,6bd8706cc1554b8496cfbc3cbf4a5e0d,FK-202406181508,824,烈士陵园装修项目,30414.3,sc.payment.execution,create_payment_execution
payment,3824,6c24414605a94caea3e7631cf2287e12,FKD-20240618-002,855,SCBS未指定项目 - 四川翔驰恒瑞商贸有限公司,18.0,sc.payment.execution,create_payment_execution
payment,4912,8bfa2dcdf91247288d4c623512d9b23c,FKD-20240618-001,853,SCBS未指定项目 - 四川迈投建筑工程有限公司,1.0,sc.payment.execution,create_payment_execution
payment,5073,90656bc0e5aa419092d546ec6c74826a,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,444.24,sc.payment.execution,create_payment_execution
payment,5513,9be6553677f84e90955180f1c7c63247,FK-202406181438,818,齐家堰流域（高槐村-桂花村）河段水生态修复项目,10765.0,sc.payment.execution,create_payment_execution
payment,5785,a372d0330b97433f9b0ee1866d23c1f3,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,1000.0,sc.payment.execution,create_payment_execution
payment,6241,af6d3564c700489ca5031602692c7aa9,FK-202406181334,815,2024高标准农田建设项目-龙泉村,283.8,sc.payment.execution,create_payment_execution
payment,6424,b3d9fbfc89654403a486f2c9fe14d732,FK-202406181416,826,万润苑改造,281.0,sc.payment.execution,create_payment_execution
payment,6802,bec3f4ef708a4fa6b00745fdb0d227c4,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,39.0,sc.payment.execution,create_payment_execution
payment,7487,d0fd027f923e47318ed4fdb23104aad4,FK-202406181336,820,崴和路滑坡整治工程,2000.0,sc.payment.execution,create_payment_execution
payment,7594,d3bf8ed75b7e40b6b1245576761ecba7,FK-202406181416,826,万润苑改造,1210.0,sc.payment.execution,create_payment_execution
payment,7624,d4bb07d8342f47718f316628e014550b,FK-202406181522,819,玉山街道路工程,1144.0,sc.payment.execution,create_payment_execution
payment,7627,d4db3b2eb4574cc0a8efb1f1564c8e5b,FK-202406181426,817,王谊村总平,50000.0,sc.payment.execution,create_payment_execution
payment,7654,d57c1980e6494e93b75b0dfe70bb4b97,FKD-20240618-003,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,18.0,sc.payment.execution,create_payment_execution
payment,7927,dd5d5ed157614e5fb48ca1229af1b007,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,680.0,sc.payment.execution,create_payment_execution
payment,7929,dd69d096a95b425bb2424c5564486cda,FK-202406181347,808,旌阳区供水项目——柏隆净水厂,10000.0,sc.payment.execution,create_payment_execution
payment,668,13165b58e045480f8a5ae9d656b91b7a,FKD-20240619-001,854,SCBS未指定项目 - 四川世旺鑫润商贸有限公司,9.0,sc.payment.execution,create_payment_execution
payment,2220,3fcb21d064644e2eaa760f7b12434e7c,FK-202406251157,811,三星堆环线基础设施改造,200000.0,sc.payment.execution,create_payment_execution
