payment_request_id,external_id,old_state,new_state,old_validation_status,new_validation_status,ledger_amount,business_fact
1607,legacy_outflow_sc_22174b688a714a98862c609a59c42e3b,approved,done,no,validated,5287.0000,historical_paid_by_downstream_business_fact
1608,legacy_outflow_sc_222850b5474c438f8859be5deea8d9d5,approved,done,no,validated,750.0000,historical_paid_by_downstream_business_fact
1609,legacy_outflow_sc_2229a00e9a3a45dbb4784fddbdd8e2d7,approved,done,no,validated,23285.0000,historical_paid_by_downstream_business_fact
1610,legacy_outflow_sc_222c90bd58484b1dbfcd4bc606d8ce46,approved,done,no,validated,15000.0000,historical_paid_by_downstream_business_fact
1611,legacy_outflow_sc_222e0b9ae2df430d84ffa02d14a2a992,approved,done,no,validated,65000.0000,historical_paid_by_downstream_business_fact
1612,legacy_outflow_sc_2230d58f3ff14627838bd84b4a1b6985,approved,done,no,validated,2082.3300,historical_paid_by_downstream_business_fact
1613,legacy_outflow_sc_2237d292e0524842a58504e9513f1dc4,approved,done,no,validated,68091.7500,historical_paid_by_downstream_business_fact
1614,legacy_outflow_sc_223c9932809f48d7b4741d42da3c18ed,approved,done,no,validated,179915.0000,historical_paid_by_downstream_business_fact
1615,legacy_outflow_sc_223fa19e6685412097615ce4959e4402,approved,done,no,validated,19850.0000,historical_paid_by_downstream_business_fact
1616,legacy_outflow_sc_2249d4a56fad4f22958d6b4c8a8c28d0,approved,done,no,validated,5689.0000,historical_paid_by_downstream_business_fact
1617,legacy_outflow_sc_2249dadb6f2744858d1d62632ca49996,approved,done,no,validated,24480.0000,historical_paid_by_downstream_business_fact
1618,legacy_outflow_sc_224a0c989ae24d3ba1b40ed3fea3138f,approved,done,no,validated,261183.5200,historical_paid_by_downstream_business_fact
1619,legacy_outflow_sc_224d7048600741e2a7bd92d035ef8ce4,approved,done,no,validated,2292951.7800,historical_paid_by_downstream_business_fact
1620,legacy_outflow_sc_224eb07d1f154ffc900026af52dd962f,approved,done,no,validated,77400.0000,historical_paid_by_downstream_business_fact
1621,legacy_outflow_sc_225a1343a4fb40eb867795089bda3062,approved,done,no,validated,229129.1200,historical_paid_by_downstream_business_fact
1622,legacy_outflow_sc_225e199ef059485b930524acbf35c010,approved,done,no,validated,196539.0000,historical_paid_by_downstream_business_fact
1623,legacy_outflow_sc_22653bf80cd344bdaaa55aee977e6ef3,approved,done,no,validated,10.0000,historical_paid_by_downstream_business_fact
1624,legacy_outflow_sc_22655c68962d446fb55e798bf1a95c0b,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
1626,legacy_outflow_sc_226d7415c2104c24a58b63652a024bd2,approved,done,no,validated,6500.0000,historical_paid_by_downstream_business_fact
1627,legacy_outflow_sc_2270920d096647d78702003a78fabf8b,approved,done,no,validated,560000.0000,historical_paid_by_downstream_business_fact
1628,legacy_outflow_sc_2274655c6b6041cdb2d475bd5cb1e5d9,approved,done,no,validated,300000.0000,historical_paid_by_downstream_business_fact
1629,legacy_outflow_sc_227e8a0fc51942a9b07d0044f48d2680,approved,done,no,validated,72000.0000,historical_paid_by_downstream_business_fact
1630,legacy_outflow_sc_2281663e600b4069b2dea5b27a68cc25,approved,done,no,validated,7875.0000,historical_paid_by_downstream_business_fact
1631,legacy_outflow_sc_228da660b26e40de98b4dab4de7d5a8a,approved,done,no,validated,1802594.0000,historical_paid_by_downstream_business_fact
1632,legacy_outflow_sc_22955ce8fcbc4cf8b3b8f4af9275d97d,approved,done,no,validated,3000000.0000,historical_paid_by_downstream_business_fact
1633,legacy_outflow_sc_2295accc25ca4b1caf8d476273ca36c6,approved,done,no,validated,505220.0000,historical_paid_by_downstream_business_fact
1634,legacy_outflow_sc_2296dfff89b84fd9ad5a7eb10f06db8d,approved,done,no,validated,84710.0000,historical_paid_by_downstream_business_fact
1635,legacy_outflow_sc_2297fc4097164c72aee6af622cf92a48,approved,done,no,validated,120000.0000,historical_paid_by_downstream_business_fact
1636,legacy_outflow_sc_22b624dba98a4af4a5bb6b27ff654cbf,approved,done,no,validated,3360.0000,historical_paid_by_downstream_business_fact
1637,legacy_outflow_sc_22b864ab0ec4456b8546117cb3f9e574,approved,done,no,validated,198931.0000,historical_paid_by_downstream_business_fact
1638,legacy_outflow_sc_22bc299f639740e5988bad037b18b8b2,approved,done,no,validated,55926.5400,historical_paid_by_downstream_business_fact
1639,legacy_outflow_sc_22bd4ea9a94e4452a314fa44cc8ef1bb,approved,done,no,validated,7945.9800,historical_paid_by_downstream_business_fact
1640,legacy_outflow_sc_22be3028c21640adb5b97a2324dfc574,approved,done,no,validated,5500.0000,historical_paid_by_downstream_business_fact
1641,legacy_outflow_sc_22c432f945004c118d3865b70411d62e,approved,done,no,validated,500000.0000,historical_paid_by_downstream_business_fact
1642,legacy_outflow_sc_22c547bc8e6f4d6194e594d46d44414f,approved,done,no,validated,122900.0000,historical_paid_by_downstream_business_fact
1643,legacy_outflow_sc_22d30017825649cab3c8fdcdfe9fbd14,approved,done,no,validated,9300.0000,historical_paid_by_downstream_business_fact
1644,legacy_outflow_sc_22e139421b484fb3836c1ab294f0deaa,approved,done,no,validated,114615.5000,historical_paid_by_downstream_business_fact
1645,legacy_outflow_sc_22e193ec7d8c41d8b49ef8d1d5c09628,approved,done,no,validated,17387.6600,historical_paid_by_downstream_business_fact
1646,legacy_outflow_sc_22eaf0d1bd464a9d820b18bc34b270f5,approved,done,no,validated,18985.0000,historical_paid_by_downstream_business_fact
1647,legacy_outflow_sc_22ed7a4bcd5c4b44ab0258882fd72469,approved,done,no,validated,72931.2000,historical_paid_by_downstream_business_fact
1648,legacy_outflow_sc_22fa5319ce05497f98a45478ce2a0de3,approved,done,no,validated,92000.0000,historical_paid_by_downstream_business_fact
1649,legacy_outflow_sc_22fc3f9fa78f40baaa52a53d4876e174,approved,done,no,validated,93936.0000,historical_paid_by_downstream_business_fact
1650,legacy_outflow_sc_22ffee150694498e9f0f978af91e0a33,approved,done,no,validated,51360.0000,historical_paid_by_downstream_business_fact
1651,legacy_outflow_sc_2300621d55ca4973ab65f602619a02eb,approved,done,no,validated,12170.5000,historical_paid_by_downstream_business_fact
1652,legacy_outflow_sc_230206a041f34063ade82b1ed2985ad2,approved,done,no,validated,41329.0000,historical_paid_by_downstream_business_fact
1653,legacy_outflow_sc_230a51064641477793b54c7b06994445,approved,done,no,validated,2200.0000,historical_paid_by_downstream_business_fact
1654,legacy_outflow_sc_230e22e8d3c1466590701ba2b0fa46f5,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
1655,legacy_outflow_sc_230ef6e113a842108bdff2e99b8c8458,approved,done,no,validated,61484.4700,historical_paid_by_downstream_business_fact
1656,legacy_outflow_sc_23101d36bcc84e0aa55f9973004b6a23,approved,done,no,validated,14830.0000,historical_paid_by_downstream_business_fact
1657,legacy_outflow_sc_231072b0a5aa4f20be01dc1c09b84f38,approved,done,no,validated,8330.8000,historical_paid_by_downstream_business_fact
1658,legacy_outflow_sc_2313a7d1c1a04677855ada388e56390b,approved,done,no,validated,3700.0000,historical_paid_by_downstream_business_fact
1659,legacy_outflow_sc_23168a45cfc04595a9192682963d06d4,approved,done,no,validated,48975.0000,historical_paid_by_downstream_business_fact
1660,legacy_outflow_sc_23192a4abc0b4855ae443e33121e98cf,approved,done,no,validated,8731.8000,historical_paid_by_downstream_business_fact
1661,legacy_outflow_sc_232070e1bf004df7b1e6ef7e16e7d3a6,approved,done,no,validated,45505.0000,historical_paid_by_downstream_business_fact
1662,legacy_outflow_sc_2322990405cf4822a8c7ad3dab30a1d1,approved,done,no,validated,6095.0000,historical_paid_by_downstream_business_fact
1663,legacy_outflow_sc_2325ea6a98904d1392b7d95cacc8452f,approved,done,no,validated,75740.4400,historical_paid_by_downstream_business_fact
1664,legacy_outflow_sc_2326b63dbbb14cf2a3a2e0cafb2a428f,approved,done,no,validated,362351.0000,historical_paid_by_downstream_business_fact
1665,legacy_outflow_sc_234284b2367842bf9766ee1406400576,approved,done,no,validated,301250.0000,historical_paid_by_downstream_business_fact
1666,legacy_outflow_sc_2346531a76eb40c4b4a49479a9a037ed,approved,done,no,validated,10800.0000,historical_paid_by_downstream_business_fact
1667,legacy_outflow_sc_234d7f02bdca41e0b91dd96f670a07d0,approved,done,no,validated,372750.0000,historical_paid_by_downstream_business_fact
1668,legacy_outflow_sc_234e9a1ba4af468d8042d3f6b2a9ff09,approved,done,no,validated,196268.0800,historical_paid_by_downstream_business_fact
1669,legacy_outflow_sc_2366dca8a3194df58d97ab4655bf24f9,approved,done,no,validated,89961.5900,historical_paid_by_downstream_business_fact
1670,legacy_outflow_sc_2368fa996c2142fb909fdeaf12aec65d,approved,done,no,validated,2497.0000,historical_paid_by_downstream_business_fact
1671,legacy_outflow_sc_2374b5ea9266428b93200911f7a32824,approved,done,no,validated,70468.0000,historical_paid_by_downstream_business_fact
1672,legacy_outflow_sc_237926e00bb342dca4a527b79bb21ef7,approved,done,no,validated,30125.2000,historical_paid_by_downstream_business_fact
1673,legacy_outflow_sc_237befa9f53a47fb8c9fb39aca1ade3e,approved,done,no,validated,175000.0000,historical_paid_by_downstream_business_fact
1674,legacy_outflow_sc_238f84364ba44dfb9a12edcb80bbee69,approved,done,no,validated,19263.6000,historical_paid_by_downstream_business_fact
1675,legacy_outflow_sc_2396449902ea4366afb9bcbe117ad664,approved,done,no,validated,6336.0000,historical_paid_by_downstream_business_fact
1676,legacy_outflow_sc_239dbbc9e62e449b83eaf192175e8757,approved,done,no,validated,115041.0000,historical_paid_by_downstream_business_fact
1677,legacy_outflow_sc_23a3c68fa4404317b7eb903f3314cca2,approved,done,no,validated,3700.0000,historical_paid_by_downstream_business_fact
1678,legacy_outflow_sc_23a5e1d100534a19bc80aa8c4a5bcc58,approved,done,no,validated,45460.0000,historical_paid_by_downstream_business_fact
1679,legacy_outflow_sc_23b33bd0f6ee4113b2752d82b44cffe7,approved,done,no,validated,150000.0000,historical_paid_by_downstream_business_fact
1680,legacy_outflow_sc_23b9b40cc2bd4be69258880b5518e726,approved,done,no,validated,62830.4200,historical_paid_by_downstream_business_fact
1681,legacy_outflow_sc_23c27d5b7c034f58ac2e5ee188c9cd40,approved,done,no,validated,16.0000,historical_paid_by_downstream_business_fact
1682,legacy_outflow_sc_23c60c59559140e78cad7c946ed914a3,approved,done,no,validated,128574.0000,historical_paid_by_downstream_business_fact
1683,legacy_outflow_sc_23cd1e68efea408e99415dcefcd92d4f,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
1684,legacy_outflow_sc_23d0101ed3734e248adaba39e1eb40b4,approved,done,no,validated,123800.0000,historical_paid_by_downstream_business_fact
1685,legacy_outflow_sc_23d1d7cbf3404c2b990a73afbce44349,approved,done,no,validated,129000.0000,historical_paid_by_downstream_business_fact
1686,legacy_outflow_sc_23dddc6c77c440a3bd8eab5d76a96e0c,approved,done,no,validated,10000.0000,historical_paid_by_downstream_business_fact
1687,legacy_outflow_sc_23e65c05770540b9bcac41912721f794,approved,done,no,validated,32560.0000,historical_paid_by_downstream_business_fact
1688,legacy_outflow_sc_23ef3805a04a446caec5a89032f3cd8e,approved,done,no,validated,6500.0000,historical_paid_by_downstream_business_fact
1689,legacy_outflow_sc_23f01750f01f41f0882f7e259ec424a4,approved,done,no,validated,28422.0000,historical_paid_by_downstream_business_fact
1690,legacy_outflow_sc_23ffcb434481496f931b9aa01d1e986d,approved,done,no,validated,20069.0000,historical_paid_by_downstream_business_fact
1691,legacy_outflow_sc_2401e9f1ede4476999493c9254cb1e4d,approved,done,no,validated,36100.0000,historical_paid_by_downstream_business_fact
1692,legacy_outflow_sc_24039f558a6e4125ada3ed24e1217b4c,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
1693,legacy_outflow_sc_241513425e7c4d299fa8af44174fac51,approved,done,no,validated,43986.7800,historical_paid_by_downstream_business_fact
1694,legacy_outflow_sc_24180d9b89244ef8b3192dcdd5119059,approved,done,no,validated,310874.4200,historical_paid_by_downstream_business_fact
1695,legacy_outflow_sc_241cfea1359c48169c2466e7432e0ec2,approved,done,no,validated,203667.0000,historical_paid_by_downstream_business_fact
1696,legacy_outflow_sc_24234e17d02846aebea62f297c36558f,approved,done,no,validated,21500.0000,historical_paid_by_downstream_business_fact
1697,legacy_outflow_sc_242408b388f74b3e818cfd22abe9f252,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
1698,legacy_outflow_sc_2426b27a50a8495d87b75c879e9467b3,approved,done,no,validated,232693.6100,historical_paid_by_downstream_business_fact
1699,legacy_outflow_sc_242f1ae573094093b688f98222c8ff25,approved,done,no,validated,38000.0000,historical_paid_by_downstream_business_fact
1700,legacy_outflow_sc_243b1cb96b79472b845a3fa4fa725f09,approved,done,no,validated,1809.3800,historical_paid_by_downstream_business_fact
1701,legacy_outflow_sc_243b689b8df94f4abecfcef65a09bcef,approved,done,no,validated,27650.0000,historical_paid_by_downstream_business_fact
1702,legacy_outflow_sc_243ef1a7ca9a41c4abcc57505612d8fd,approved,done,no,validated,4098.0000,historical_paid_by_downstream_business_fact
1703,legacy_outflow_sc_244199f10f644d11b0102046c50b3f08,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1704,legacy_outflow_sc_244b8f912d7c46678c1b9ed4d561abe0,approved,done,no,validated,68750.0000,historical_paid_by_downstream_business_fact
1705,legacy_outflow_sc_2454c59076004a20b71e656e605a0b29,approved,done,no,validated,11800.0000,historical_paid_by_downstream_business_fact
1706,legacy_outflow_sc_2459829c01344bdab9c2310946e159fe,approved,done,no,validated,39000.0000,historical_paid_by_downstream_business_fact
1707,legacy_outflow_sc_245baf2aa5424038907e16c51dbb17a2,approved,done,no,validated,80709.5300,historical_paid_by_downstream_business_fact
1708,legacy_outflow_sc_245e9fe817764c528d60972064e49bf1,approved,done,no,validated,14250.0000,historical_paid_by_downstream_business_fact
1709,legacy_outflow_sc_246231d886bc4c7facf78758efe27401,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
1710,legacy_outflow_sc_2463165f99db44fbb33122d4906ee6e8,approved,done,no,validated,90000.0000,historical_paid_by_downstream_business_fact
1711,legacy_outflow_sc_24649e51975241eb840a48c9704335cb,approved,done,no,validated,828691.5000,historical_paid_by_downstream_business_fact
1712,legacy_outflow_sc_246d1e7b6f874457baecd81eef6b3b4d,approved,done,no,validated,9630.0000,historical_paid_by_downstream_business_fact
1713,legacy_outflow_sc_246ed4b93f584ab8b7befa0b665c882c,approved,done,no,validated,185000.0000,historical_paid_by_downstream_business_fact
1714,legacy_outflow_sc_24830a8bc1e64c22be172c24133542f9,approved,done,no,validated,51500.0000,historical_paid_by_downstream_business_fact
1715,legacy_outflow_sc_248ad74bc3b0461a98b488c34cb967d8,approved,done,no,validated,60000.0000,historical_paid_by_downstream_business_fact
1716,legacy_outflow_sc_249495ce87d747ddad3617c1909c9cfc,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
1717,legacy_outflow_sc_2496cf2eca1d4046ba00bd410caaf074,approved,done,no,validated,75000.0000,historical_paid_by_downstream_business_fact
1718,legacy_outflow_sc_24975c700d7740deaad719bc0a91becf,approved,done,no,validated,15976.0000,historical_paid_by_downstream_business_fact
1719,legacy_outflow_sc_2498f3a8560449df881a48bc4fb24fd6,approved,done,no,validated,14770.0000,historical_paid_by_downstream_business_fact
1720,legacy_outflow_sc_24a61109ef7c4550b5b8e9405054e4c2,approved,done,no,validated,34398.0000,historical_paid_by_downstream_business_fact
1721,legacy_outflow_sc_24b1c9328510460e99f03e4fddd1dcb2,approved,done,no,validated,400000.0000,historical_paid_by_downstream_business_fact
1722,legacy_outflow_sc_24b49d2ac42d4ebfb7372eee8b8dc254,approved,done,no,validated,31000.0000,historical_paid_by_downstream_business_fact
1723,legacy_outflow_sc_24b5f887cf904af79c4b118f071735b8,approved,done,no,validated,11850.0000,historical_paid_by_downstream_business_fact
1724,legacy_outflow_sc_24bd58fcfd1241c3a98ec7c0b5587b49,approved,done,no,validated,36244.0000,historical_paid_by_downstream_business_fact
1725,legacy_outflow_sc_24c004c6dd7a4e53ad87704be07b339e,approved,done,no,validated,282787.0000,historical_paid_by_downstream_business_fact
1726,legacy_outflow_sc_24c4814afbea4c0ba9249582e7fc257d,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1727,legacy_outflow_sc_24cc37ef15bf4306a1df0390deffdb7b,approved,done,no,validated,6955.0000,historical_paid_by_downstream_business_fact
1728,legacy_outflow_sc_24d3f51a68bb45479e65a8f83481f75a,approved,done,no,validated,22100.0000,historical_paid_by_downstream_business_fact
1730,legacy_outflow_sc_24d4fc1c354f468cb921a7561f869330,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
1731,legacy_outflow_sc_24d6b9fc6968430dab84302cdc46c441,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
1732,legacy_outflow_sc_24da1b49eb324791945a2ece8809b104,approved,done,no,validated,20445.0000,historical_paid_by_downstream_business_fact
1733,legacy_outflow_sc_24db729299ea4821bb6694935ac907b9,approved,done,no,validated,364300.0000,historical_paid_by_downstream_business_fact
1734,legacy_outflow_sc_24e1dacfde33408f82f2c5785eec1ff7,approved,done,no,validated,56680.0000,historical_paid_by_downstream_business_fact
1735,legacy_outflow_sc_24e242911f524ee9bff0c11876f5ff40,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
1736,legacy_outflow_sc_24e3d12ea9324f82a896ea75a614d806,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
1737,legacy_outflow_sc_24e57f2b7827490680129b232eaed999,approved,done,no,validated,424150.0000,historical_paid_by_downstream_business_fact
1738,legacy_outflow_sc_24e723e1d6de47809c3199e6966619c6,approved,done,no,validated,9116.7000,historical_paid_by_downstream_business_fact
1739,legacy_outflow_sc_24faecce435e4725836f277696ee6252,approved,done,no,validated,4289.0000,historical_paid_by_downstream_business_fact
1740,legacy_outflow_sc_2501719057a44c37b6cd69c9f83b2824,approved,done,no,validated,10277.3800,historical_paid_by_downstream_business_fact
1741,legacy_outflow_sc_250263e8da2f4532966382a37657e10f,approved,done,no,validated,90000.0000,historical_paid_by_downstream_business_fact
1742,legacy_outflow_sc_25030c61785246df87f73ef65b5d6f75,approved,done,no,validated,28000.0000,historical_paid_by_downstream_business_fact
1743,legacy_outflow_sc_25118aec9ad34938bf13cd2c24981e3a,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1744,legacy_outflow_sc_251501920bdd416eba25d14332fa6732,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
1745,legacy_outflow_sc_2516cc01b64248389dc4dbb8a49e4440,approved,done,no,validated,1800.0000,historical_paid_by_downstream_business_fact
1746,legacy_outflow_sc_251ca90a9c8c4312b6a75e4367b0a487,approved,done,no,validated,227706.0000,historical_paid_by_downstream_business_fact
1747,legacy_outflow_sc_25227ca4733745c49fd45ba2ee0638c2,approved,done,no,validated,2997.9600,historical_paid_by_downstream_business_fact
1748,legacy_outflow_sc_25252bf40c2c4409955a1916de3da1a4,approved,done,no,validated,100000.2500,historical_paid_by_downstream_business_fact
1749,legacy_outflow_sc_2525b6e2f8f3453085c722ad13d1ad20,approved,done,no,validated,9000.0000,historical_paid_by_downstream_business_fact
1750,legacy_outflow_sc_25285dfe45a54a12b71d1bf66a1352a4,approved,done,no,validated,20000.0000,historical_paid_by_downstream_business_fact
1751,legacy_outflow_sc_252c1f898b704786bd213940bfa5ce64,approved,done,no,validated,108800.0000,historical_paid_by_downstream_business_fact
1752,legacy_outflow_sc_252caa4869f448c4a9949a7ef1041f23,approved,done,no,validated,650001.9000,historical_paid_by_downstream_business_fact
1753,legacy_outflow_sc_252e719110e14270a1f4bcfe63613121,approved,done,no,validated,1255680.0000,historical_paid_by_downstream_business_fact
1754,legacy_outflow_sc_2539a093df1f4264880987184e38b64c,approved,done,no,validated,29000.0000,historical_paid_by_downstream_business_fact
1755,legacy_outflow_sc_253bdd485a3b4b09a0b8bc56539defa9,approved,done,no,validated,12000.0000,historical_paid_by_downstream_business_fact
1756,legacy_outflow_sc_254888d3d47a44fb9a0175ff592fe087,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
1757,legacy_outflow_sc_254ab75da33448b0a8264c0bd305eeb7,approved,done,no,validated,4800.0000,historical_paid_by_downstream_business_fact
1758,legacy_outflow_sc_254b7bfa3f174cfe8e3fbe57e2479400,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1759,legacy_outflow_sc_255698dbeb0d44d9be6722b722e8e34e,approved,done,no,validated,22852025.9400,historical_paid_by_downstream_business_fact
1760,legacy_outflow_sc_2556d23c1eec4bd8a8126035536d0ead,approved,done,no,validated,200000.0000,historical_paid_by_downstream_business_fact
1761,legacy_outflow_sc_255e2c7c4cf24619a3146544d303430d,approved,done,no,validated,100500.0000,historical_paid_by_downstream_business_fact
1762,legacy_outflow_sc_2570881400624de39c2f17002c58162d,approved,done,no,validated,40000.0000,historical_paid_by_downstream_business_fact
1763,legacy_outflow_sc_25724a51fc3b41b796a13daf941e1fc9,approved,done,no,validated,352000.0000,historical_paid_by_downstream_business_fact
1764,legacy_outflow_sc_257523fe1b6f427e9c18342800c3f61a,approved,done,no,validated,1083.0000,historical_paid_by_downstream_business_fact
1765,legacy_outflow_sc_2579af82e3924e2d8c701c98350113b6,approved,done,no,validated,58825.0000,historical_paid_by_downstream_business_fact
1766,legacy_outflow_sc_257cb6c74c2a4db8afebc461d2e41e02,approved,done,no,validated,9200.0000,historical_paid_by_downstream_business_fact
1767,legacy_outflow_sc_25884ca116dc44029878396caf9d5cfe,approved,done,no,validated,60000.0000,historical_paid_by_downstream_business_fact
1768,legacy_outflow_sc_258935faac0f41cbac18e643af88767a,approved,done,no,validated,190400.0000,historical_paid_by_downstream_business_fact
1769,legacy_outflow_sc_25898dc2c4314a83a439036ff57b7d9c,approved,done,no,validated,46177.5000,historical_paid_by_downstream_business_fact
1770,legacy_outflow_sc_258bfceab5eb4aa4be979dfc0cb8fb37,approved,done,no,validated,329889.0000,historical_paid_by_downstream_business_fact
1771,legacy_outflow_sc_2590cdb2a1944074bcc81ebba238cb23,approved,done,no,validated,100852.5000,historical_paid_by_downstream_business_fact
1772,legacy_outflow_sc_2590ee491efe43cfbb6a54115a7b9c1f,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1773,legacy_outflow_sc_2592d6808fa64aab8fc172ab4a2c04ec,approved,done,no,validated,84480.0000,historical_paid_by_downstream_business_fact
1774,legacy_outflow_sc_259877c5e74944c2adf50478ebd0cf8a,approved,done,no,validated,260000.0000,historical_paid_by_downstream_business_fact
1775,legacy_outflow_sc_259f1a3e47af4db2a226602eee9310dd,approved,done,no,validated,28440.0000,historical_paid_by_downstream_business_fact
1776,legacy_outflow_sc_25b7497274a0403697b124b46083619c,approved,done,no,validated,484587.9000,historical_paid_by_downstream_business_fact
1777,legacy_outflow_sc_25c4c7cc34a24101918d028c3bfbd572,approved,done,no,validated,4717.6800,historical_paid_by_downstream_business_fact
1778,legacy_outflow_sc_25ca10e8614f4929bc1178d7a922decc,approved,done,no,validated,4500.0000,historical_paid_by_downstream_business_fact
1779,legacy_outflow_sc_25cd0019bf9842349e13f28f9ec80726,approved,done,no,validated,3479.8300,historical_paid_by_downstream_business_fact
1780,legacy_outflow_sc_25cd22b0d1d644a18919f0ff57c94b5f,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
1781,legacy_outflow_sc_25cd369559cd4e4e9be65ace7ad35445,approved,done,no,validated,300000.0000,historical_paid_by_downstream_business_fact
1782,legacy_outflow_sc_25d730f1d84546b4a4da9bfb5a3601f6,approved,done,no,validated,12260.0000,historical_paid_by_downstream_business_fact
1783,legacy_outflow_sc_25ee067da3bb4d8f887b9cda83a18294,approved,done,no,validated,30000.0000,historical_paid_by_downstream_business_fact
1784,legacy_outflow_sc_25f51b83bb304884a41aaa48d8f4edaa,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
1785,legacy_outflow_sc_25fd02da31614d0fb7950513938fb1fd,approved,done,no,validated,71785.8200,historical_paid_by_downstream_business_fact
1786,legacy_outflow_sc_2600d4358aaf4e8b8d4b55a1bf106a58,approved,done,no,validated,350000.0000,historical_paid_by_downstream_business_fact
1787,legacy_outflow_sc_26060ce30a134c6aa03cd15e4028e2de,approved,done,no,validated,78000.0000,historical_paid_by_downstream_business_fact
1788,legacy_outflow_sc_26076ac9f7314652be054a82d20fa36c,approved,done,no,validated,33000.0000,historical_paid_by_downstream_business_fact
1789,legacy_outflow_sc_260d48ae66554c989a0fc7c61a781302,approved,done,no,validated,197697.9200,historical_paid_by_downstream_business_fact
1790,legacy_outflow_sc_2621011a77754d6aa2c3204bbdf5e4d4,approved,done,no,validated,112000.0000,historical_paid_by_downstream_business_fact
1791,legacy_outflow_sc_262a477ddef943728090b9718717a876,approved,done,no,validated,40750.0000,historical_paid_by_downstream_business_fact
1792,legacy_outflow_sc_262ceaaa2b184a379766a080f43e924d,approved,done,no,validated,15905.0000,historical_paid_by_downstream_business_fact
1793,legacy_outflow_sc_262e2c18a34943e3a27ac60da71f6de9,approved,done,no,validated,81174.5600,historical_paid_by_downstream_business_fact
1794,legacy_outflow_sc_2631fb2399da4367b1c58aaccc342020,approved,done,no,validated,40233.0000,historical_paid_by_downstream_business_fact
1795,legacy_outflow_sc_2636c73891b747beb98e14051de1b01c,approved,done,no,validated,50000.0000,historical_paid_by_downstream_business_fact
1796,legacy_outflow_sc_263c6971a9094c4e86ac5950bd006d5f,approved,done,no,validated,563500.0000,historical_paid_by_downstream_business_fact
1797,legacy_outflow_sc_263f557850d04a5eac7f537f87e69931,approved,done,no,validated,150000.0000,historical_paid_by_downstream_business_fact
1798,legacy_outflow_sc_263f5d2f090b4168bc1e68f013abdf95,approved,done,no,validated,24236.0400,historical_paid_by_downstream_business_fact
1799,legacy_outflow_sc_26418e63586b4833889ba84d9e93ae32,approved,done,no,validated,103040.0000,historical_paid_by_downstream_business_fact
1800,legacy_outflow_sc_265bf28e96af46cd957ec7eabc4541e2,approved,done,no,validated,97500.0000,historical_paid_by_downstream_business_fact
1801,legacy_outflow_sc_266688d914804e9bb8e09fcf62c24cb1,approved,done,no,validated,4200.0000,historical_paid_by_downstream_business_fact
1802,legacy_outflow_sc_266848b6788a41dea1f336dc4ee7c8ed,approved,done,no,validated,16000.0000,historical_paid_by_downstream_business_fact
1803,legacy_outflow_sc_266a5e24957b4dc2b92998154a3c31dc,approved,done,no,validated,32600.0000,historical_paid_by_downstream_business_fact
1804,legacy_outflow_sc_266c7940bd524227af34a1912a532c86,approved,done,no,validated,22659.4200,historical_paid_by_downstream_business_fact
1805,legacy_outflow_sc_2672e5337a0a4acd89462837093d40eb,approved,done,no,validated,1000.0000,historical_paid_by_downstream_business_fact
1806,legacy_outflow_sc_26778d94de3841869b1415c72831d7ca,approved,done,no,validated,45811.0000,historical_paid_by_downstream_business_fact
1807,legacy_outflow_sc_2684b1bfedaa4a3c84d956973f60b769,approved,done,no,validated,44886.0000,historical_paid_by_downstream_business_fact
1808,legacy_outflow_sc_268e91c1b8264b3ca2dca03f00132831,approved,done,no,validated,16000.0000,historical_paid_by_downstream_business_fact
1809,legacy_outflow_sc_268ede4faadb48908b2a36bf37450c28,approved,done,no,validated,2476.6400,historical_paid_by_downstream_business_fact
1810,legacy_outflow_sc_26955d31d8a849d2a862de7446fb4875,approved,done,no,validated,5881.2000,historical_paid_by_downstream_business_fact
1811,legacy_outflow_sc_26aae78d3a64406b9406f623f7f2783f,approved,done,no,validated,18500.0000,historical_paid_by_downstream_business_fact
1812,legacy_outflow_sc_26be5f635d46471bb4d10a37fa6e1c2c,approved,done,no,validated,100000.0000,historical_paid_by_downstream_business_fact
