surface_id,role,navigation_path,title,route,menu_xmlid,action_xmlid,model,page_type,actual_component,reachable,load_result,write_capable,screenshot,notes
"FE-AUD-demo_role_pm-1","demo_role_pm","系统菜单 / 项目中心 / 项目台账","业务动作 - 智能施工企业管理平台","/a/521?menu_id=411","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-001.png",""
"FE-AUD-demo_role_pm-2","demo_role_pm","系统菜单 / 项目中心 / 投标报名管理","业务动作 - 智能施工企业管理平台","/a/588?menu_id=512","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-002.png",""
"FE-AUD-demo_role_pm-3","demo_role_pm","系统菜单 / 项目中心 / 投标报名费申请","业务动作 - 智能施工企业管理平台","/a/589?menu_id=513","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-003.png",""
"FE-AUD-demo_role_pm-4","demo_role_pm","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","业务动作 - 智能施工企业管理平台","/a/743?menu_id=383","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-004.png",""
"FE-AUD-demo_role_pm-5","demo_role_pm","系统菜单 / 合同中心 / 合同管理 / 施工合同","业务动作 - 智能施工企业管理平台","/a/600?menu_id=421","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-005.png",""
"FE-AUD-demo_role_pm-6","demo_role_pm","系统菜单 / 合同中心 / 变更签证 / 收入合同签证","业务动作 - 智能施工企业管理平台","/a/933?menu_id=523","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-006.png",""
"FE-AUD-demo_role_pm-7","demo_role_pm","系统菜单 / 合同中心 / 变更签证 / 支出合同签证","业务动作 - 智能施工企业管理平台","/a/934?menu_id=528","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-007.png",""
"FE-AUD-demo_role_pm-8","demo_role_pm","系统菜单 / 合同中心 / 结算管理 / 收入合同结算","业务动作 - 智能施工企业管理平台","/a/847?menu_id=525","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-008.png",""
"FE-AUD-demo_role_pm-9","demo_role_pm","系统菜单 / 合同中心 / 结算管理 / 支出合同结算","业务动作 - 智能施工企业管理平台","/a/848?menu_id=530","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-009.png",""
"FE-AUD-demo_role_pm-10","demo_role_pm","系统菜单 / 施工管理 / 计划进度 / 计划管理","业务动作 - 智能施工企业管理平台","/a/725?menu_id=567","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-010.png",""
"FE-AUD-demo_role_pm-11","demo_role_pm","系统菜单 / 施工管理 / 计划进度 / 计划汇报","业务动作 - 智能施工企业管理平台","/a/726?menu_id=568","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-011.png",""
"FE-AUD-demo_role_pm-12","demo_role_pm","系统菜单 / 施工管理 / 施工日志","业务动作 - 智能施工企业管理平台","/a/793?menu_id=448","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-012.png",""
"FE-AUD-demo_role_pm-13","demo_role_pm","系统菜单 / 财务中心 / 结算管理 / 结算单","业务动作 - 智能施工企业管理平台","/a/749?menu_id=387","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-013.png",""
"FE-AUD-demo_role_pm-14","demo_role_pm","系统菜单 / 财务中心 / 结算管理 / 结算调整","业务动作 - 智能施工企业管理平台","/a/748?menu_id=388","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_pm-014.png",""
"FE-AUD-demo_role_owner-1","demo_role_owner","系统菜单 / 项目中心 / 项目台账","业务动作 - 智能施工企业管理平台","/a/521?menu_id=411","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-001.png",""
"FE-AUD-demo_role_owner-2","demo_role_owner","系统菜单 / 项目中心 / 投标报名管理","业务动作 - 智能施工企业管理平台","/a/588?menu_id=512","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-002.png",""
"FE-AUD-demo_role_owner-3","demo_role_owner","系统菜单 / 合同中心 / 合同管理 / 一般合同（公司）","业务动作 - 智能施工企业管理平台","/a/743?menu_id=383","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-003.png",""
"FE-AUD-demo_role_owner-4","demo_role_owner","系统菜单 / 施工管理 / 计划进度 / 计划管理","业务动作 - 智能施工企业管理平台","/a/725?menu_id=567","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-004.png",""
"FE-AUD-demo_role_owner-5","demo_role_owner","系统菜单 / 施工管理 / 计划进度 / 计划汇报","业务动作 - 智能施工企业管理平台","/a/726?menu_id=568","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-005.png",""
"FE-AUD-demo_role_owner-6","demo_role_owner","系统菜单 / 施工管理 / 施工日志","业务动作 - 智能施工企业管理平台","/a/793?menu_id=448","","","","list","ActionViewShell.vue → ListPage.vue","true","ok","false","artifacts/frontend-audit/demo_role_owner-006.png",""
