legacy_record_id                                                                                                                                                                                                                                                	DJBH                                                                                                                                                                                                                                                            	DJZT                                                                                                                                                                                                                                                            	DJRQ                                                                                                                                                                                                                                                            	XM                                                                                                                                                                                                                                                              	RYLX                                                                                                                                                                                                                                                            	SFZHM                                                                                                                                                                                                                                                           	LXFS                                                                                                                                                                                                                                                            	ZSFY                                                                                                                                                                                                                                                            	SBJS                                                                                                                                                                                                                                                            	ZS                                                                                                                                                                                                                                                              	XMMC                                                                                                                                                                                                                                                            	RYZT                                                                                                                                                                                                                                                            	BZ                                                                                                                                                                                                                                                              	LRR                                                                                                                                                                                                                                                             	LRSJ                                                                                                                                                                                                                                                            
713c0a976f5548c4a201647073337fd3                                                                                                                                                                                                                                	SBRY-20250730-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-07-30T00:00:00                                                                                                                                                                                                                                             	杨晓兵                                                                                                                                                                                                                                                             	个人挂靠                                                                                                                                                                                                                                                            	510923198310226014                                                                                                                                                                                                                                              	19908246911                                                                                                                                                                                                                                                     	                                                                                                                                                                                                                                                                	1157.0700                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-07-30T14:45:40                                                                                                                                                                                                                                             
717908693c3e4d20ac837f22ccb3cf73                                                                                                                                                                                                                                	SBRY-20251215-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-12-15T00:00:00                                                                                                                                                                                                                                             	刘传兵                                                                                                                                                                                                                                                             	个人挂靠                                                                                                                                                                                                                                                            	510622197111136019                                                                                                                                                                                                                                              	13568215456                                                                                                                                                                                                                                                     	                                                                                                                                                                                                                                                                	1612.6800                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-12-15T08:52:46                                                                                                                                                                                                                                             
73b2d5bbd8b046d5ab7653c3e3c831d0                                                                                                                                                                                                                                	SBRY-20241227-003                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-12-27T00:00:00                                                                                                                                                                                                                                             	补充大病医疗保险                                                                                                                                                                                                                                                        	员工                                                                                                                                                                                                                                                              	1                                                                                                                                                                                                                                                               	1                                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	5600.0000                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2024-12-27T09:18:36                                                                                                                                                                                                                                             
73f7d5c0b97242e3a8ad6fb04c9e62ae                                                                                                                                                                                                                                	SBRY-20240116-020                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	杨德胜                                                                                                                                                                                                                                                             	员工                                                                                                                                                                                                                                                              	51060219721101593X                                                                                                                                                                                                                                              	13990213999                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1612.6800                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	徐丹                                                                                                                                                                                                                                                              	2024-01-16T14:36:11                                                                                                                                                                                                                                             
78e1bc6e2c48477e97445a8f530ab4bb                                                                                                                                                                                                                                	SBRY-20240116-004                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	罗萌                                                                                                                                                                                                                                                              	员工                                                                                                                                                                                                                                                              	510603199912027840                                                                                                                                                                                                                                              	13096101508                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1601.2100                                                                                                                                                                                                                                                       	德阳泰诚硕商贸有限公司                                                                                                                                                                                                                                                     	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	徐丹                                                                                                                                                                                                                                                              	2024-01-16T11:19:16                                                                                                                                                                                                                                             
78fe161e70ba4ee79c90804a9af1115b                                                                                                                                                                                                                                	SBRY-20240118-019                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-18T00:00:00                                                                                                                                                                                                                                             	刘焘                                                                                                                                                                                                                                                              	个人挂靠                                                                                                                                                                                                                                                            	510681198806041838                                                                                                                                                                                                                                              	15883676544                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1578.4000                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司成都分公司                                                                                                                                                                                                                                               	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	admin                                                                                                                                                                                                                                                           	2024-01-18T16:12:25                                                                                                                                                                                                                                             
7a096183754342308e25472952baf749                                                                                                                                                                                                                                	SBRY-20251016-005                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-10-16T00:00:00                                                                                                                                                                                                                                             	迈投补缴                                                                                                                                                                                                                                                            	员工                                                                                                                                                                                                                                                              	1                                                                                                                                                                                                                                                               	1                                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	364.5000                                                                                                                                                                                                                                                        	四川迈投建筑工程有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-10-16T11:23:02                                                                                                                                                                                                                                             
7a7e9785b4ad42409e264c4802f4614b                                                                                                                                                                                                                                	SBRY-20251222-001                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-12-22T00:00:00                                                                                                                                                                                                                                             	段浩然                                                                                                                                                                                                                                                             	员工                                                                                                                                                                                                                                                              	510603200004181338                                                                                                                                                                                                                                              	19981689176                                                                                                                                                                                                                                                     	                                                                                                                                                                                                                                                                	1601.2100                                                                                                                                                                                                                                                       	德阳博众建材销售有限公司                                                                                                                                                                                                                                                    	中国电信股份有限公司德阳分公司2023-2024年房屋零星维修服务                                                                                                                                                                                                                               	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-12-22T15:47:11                                                                                                                                                                                                                                             
7ae07fbcb6b64937b3a9193c948bac3a                                                                                                                                                                                                                                	SBRY-20240116-028                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-16T00:00:00                                                                                                                                                                                                                                             	侯忠磊                                                                                                                                                                                                                                                             	员工                                                                                                                                                                                                                                                              	51060319851124222X                                                                                                                                                                                                                                              	15928319509                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1612.6800                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	徐丹                                                                                                                                                                                                                                                              	2024-01-16T15:24:53                                                                                                                                                                                                                                             
7cc5fe782f224b1eb59c75e431fd0b69                                                                                                                                                                                                                                	SBRY-20251016-011                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2025-10-16T00:00:00                                                                                                                                                                                                                                             	谦汇补缴                                                                                                                                                                                                                                                            	员工                                                                                                                                                                                                                                                              	1                                                                                                                                                                                                                                                               	1                                                                                                                                                                                                                                                               	                                                                                                                                                                                                                                                                	117.3600                                                                                                                                                                                                                                                        	德阳市谦汇商贸有限公司                                                                                                                                                                                                                                                     	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	                                                                                                                                                                                                                                                                	陈天友                                                                                                                                                                                                                                                             	2025-10-16T11:30:01                                                                                                                                                                                                                                             
7cde966f82a54498983419294cd894cc                                                                                                                                                                                                                                	SBRY-20240118-013                                                                                                                                                                                                                                               	0                                                                                                                                                                                                                                                               	2024-01-18T00:00:00                                                                                                                                                                                                                                             	俞川                                                                                                                                                                                                                                                              	个人挂靠                                                                                                                                                                                                                                                            	330501199409242023                                                                                                                                                                                                                                              	13628105924                                                                                                                                                                                                                                                     	0.0000                                                                                                                                                                                                                                                          	1585.6200                                                                                                                                                                                                                                                       	四川保盛建设集团有限公司                                                                                                                                                                                                                                                    	公司综合平台                                                                                                                                                                                                                                                          	启用                                                                                                                                                                                                                                                              	未签手续                                                                                                                                                                                                                                                            	徐丹                                                                                                                                                                                                                                                              	2024-01-18T15:51:37                                                                                                                                                                                                                                             
